NO_OF_FRAMES	659
NO_OF_CAMERAS	16
NO_OF_MARKERS	71
FREQUENCY	400
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-08-07, 12:50:47.519	3184.74929124
DATA_INCLUDED	3D
MARKER_NAMES	R_asis	L_asis	R_PSIS	Sacrum	L_PSIS	L_troch	R_troch	R_illiac	L_illiac	L_thigh1	L_thigh2	L_thigh3	L_thigh4	R_thigh1	R_thigh2	R_thigh3	R_thigh4	RL_knee	RM_Knee	R_shank1	R_shank2	R_shank3	R_shank4	R_heel	RL_ankle	RM_ankle	R_Metatarsal5	R_Metatarsal1	LL_knee	LM_Knee	L_shank1	L_shank2	L_shank3	L_shank4	L_heel	LL_ankle	LM_Ankle	L_Metatarsal5	L_Metatarsal1	Back_down	Neck	Back_right	Back_left	Head_up	Head_front	Head_left	Head_right	R_shoulder	R_humerus1	R_humerus2	R_humerus3	Rl_elbow	RM_elbow	R_radius1	R_radius2	R_radius3	RL_wrist	Rm_wrist	R_hand	L_shoulder	L_humerus1	L_humerus2	L_humerus3	LL_elbow	LM_elbow	L_radius1	L_radius2	L_radius3	LL_wrist	Lm_wrist	L_hand
R_asis X	R_asis Y	R_asis Z	L_asis X	L_asis Y	L_asis Z	R_PSIS X	R_PSIS Y	R_PSIS Z	Sacrum X	Sacrum Y	Sacrum Z	L_PSIS X	L_PSIS Y	L_PSIS Z	L_troch X	L_troch Y	L_troch Z	R_troch X	R_troch Y	R_troch Z	R_illiac X	R_illiac Y	R_illiac Z	L_illiac X	L_illiac Y	L_illiac Z	L_thigh1 X	L_thigh1 Y	L_thigh1 Z	L_thigh2 X	L_thigh2 Y	L_thigh2 Z	L_thigh3 X	L_thigh3 Y	L_thigh3 Z	L_thigh4 X	L_thigh4 Y	L_thigh4 Z	R_thigh1 X	R_thigh1 Y	R_thigh1 Z	R_thigh2 X	R_thigh2 Y	R_thigh2 Z	R_thigh3 X	R_thigh3 Y	R_thigh3 Z	R_thigh4 X	R_thigh4 Y	R_thigh4 Z	RL_knee X	RL_knee Y	RL_knee Z	RM_Knee X	RM_Knee Y	RM_Knee Z	R_shank1 X	R_shank1 Y	R_shank1 Z	R_shank2 X	R_shank2 Y	R_shank2 Z	R_shank3 X	R_shank3 Y	R_shank3 Z	R_shank4 X	R_shank4 Y	R_shank4 Z	R_heel X	R_heel Y	R_heel Z	RL_ankle X	RL_ankle Y	RL_ankle Z	RM_ankle X	RM_ankle Y	RM_ankle Z	R_Metatarsal5 X	R_Metatarsal5 Y	R_Metatarsal5 Z	R_Metatarsal1 X	R_Metatarsal1 Y	R_Metatarsal1 Z	LL_knee X	LL_knee Y	LL_knee Z	LM_Knee X	LM_Knee Y	LM_Knee Z	L_shank1 X	L_shank1 Y	L_shank1 Z	L_shank2 X	L_shank2 Y	L_shank2 Z	L_shank3 X	L_shank3 Y	L_shank3 Z	L_shank4 X	L_shank4 Y	L_shank4 Z	L_heel X	L_heel Y	L_heel Z	LL_ankle X	LL_ankle Y	LL_ankle Z	LM_Ankle X	LM_Ankle Y	LM_Ankle Z	L_Metatarsal5 X	L_Metatarsal5 Y	L_Metatarsal5 Z	L_Metatarsal1 X	L_Metatarsal1 Y	L_Metatarsal1 Z	Back_down X	Back_down Y	Back_down Z	Neck X	Neck Y	Neck Z	Back_right X	Back_right Y	Back_right Z	Back_left X	Back_left Y	Back_left Z	Head_up X	Head_up Y	Head_up Z	Head_front X	Head_front Y	Head_front Z	Head_left X	Head_left Y	Head_left Z	Head_right X	Head_right Y	Head_right Z	R_shoulder X	R_shoulder Y	R_shoulder Z	R_humerus1 X	R_humerus1 Y	R_humerus1 Z	R_humerus2 X	R_humerus2 Y	R_humerus2 Z	R_humerus3 X	R_humerus3 Y	R_humerus3 Z	Rl_elbow X	Rl_elbow Y	Rl_elbow Z	RM_elbow X	RM_elbow Y	RM_elbow Z	R_radius1 X	R_radius1 Y	R_radius1 Z	R_radius2 X	R_radius2 Y	R_radius2 Z	R_radius3 X	R_radius3 Y	R_radius3 Z	RL_wrist X	RL_wrist Y	RL_wrist Z	Rm_wrist X	Rm_wrist Y	Rm_wrist Z	R_hand X	R_hand Y	R_hand Z	L_shoulder X	L_shoulder Y	L_shoulder Z	L_humerus1 X	L_humerus1 Y	L_humerus1 Z	L_humerus2 X	L_humerus2 Y	L_humerus2 Z	L_humerus3 X	L_humerus3 Y	L_humerus3 Z	LL_elbow X	LL_elbow Y	LL_elbow Z	LM_elbow X	LM_elbow Y	LM_elbow Z	L_radius1 X	L_radius1 Y	L_radius1 Z	L_radius2 X	L_radius2 Y	L_radius2 Z	L_radius3 X	L_radius3 Y	L_radius3 Z	LL_wrist X	LL_wrist Y	LL_wrist Z	Lm_wrist X	Lm_wrist Y	Lm_wrist Z	L_hand X	L_hand Y	L_hand Z	
219.103	512.679	1078.662	224.084	253.316	1073.102	410.700	445.150	1072.185	414.435	386.149	1097.251	414.750	329.523	1069.200	300.759	198.619	937.095	324.917	576.214	907.013	293.005	555.150	1095.222	294.781	219.727	1088.535	315.697	200.768	772.207	241.017	196.839	788.119	219.884	191.201	666.804	278.206	194.148	650.854	326.340	571.054	785.924	253.566	588.606	805.476	232.790	594.842	682.761	296.176	576.353	665.594	216.530	576.018	507.153	215.939	443.515	488.191	307.442	580.735	393.729	236.879	583.411	378.963	267.578	581.282	273.454	327.158	579.299	289.932	405.827	523.815	77.202	359.572	561.539	103.551	329.808	474.929	103.656	190.344	588.147	35.521	183.138	493.952	41.289	246.041	198.599	507.969	228.268	322.643	465.328	314.871	185.573	368.737	241.347	210.223	356.270	268.942	212.050	252.457	328.920	196.393	260.838	420.688	252.840	68.038	364.951	215.913	100.108	332.424	307.684	106.158	204.852	189.445	37.025	188.648	267.476	42.732	388.544	388.709	1233.611	304.829	384.526	1550.792	376.950	473.430	1407.838	382.403	307.106	1396.091	248.446	370.909	1796.941	101.120	344.424	1754.647	206.250	272.335	1694.711	177.603	464.691	1724.606	209.492	566.957	1535.913	214.300	653.356	1345.888	299.626	706.206	1431.412	289.478	726.176	1328.600	304.528	758.553	1273.425	387.473	685.888	1263.233	264.529	656.665	1184.480	311.344	775.977	1155.987	287.972	695.589	1094.512	337.206	604.444	1045.218	272.670	667.555	1017.694	259.445	612.261	1029.536	220.429	211.039	1541.872	210.761	133.252	1348.461	289.461	53.140	1416.882	275.178	57.693	1314.833	306.748	7.474	1244.978	389.797	81.032	1250.862	323.302	136.526	1205.266	262.865	35.341	1171.694	295.362	110.482	1109.855	324.672	178.549	1041.399	287.093	111.758	991.325	266.538	160.521	1020.721
219.992	512.888	1077.148	224.868	253.522	1071.639	411.591	445.236	1071.996	415.121	386.254	1097.221	415.596	329.633	1069.039	301.726	198.637	936.834	325.569	576.224	906.571	293.571	555.144	1094.726	295.534	219.798	1088.274	316.127	200.760	771.778	241.374	196.741	787.880	219.798	190.927	666.711	278.075	193.900	650.513	326.660	571.196	785.225	253.814	588.676	805.171	232.644	595.021	682.595	296.014	576.618	665.161	215.780	576.275	506.883	215.290	443.802	488.074	306.903	580.945	393.592	236.300	583.641	378.754	267.182	581.437	273.235	326.779	579.472	289.845	405.797	523.835	77.229	359.525	561.552	103.569	329.761	474.949	103.647	190.361	588.161	35.535	183.141	493.966	41.295	245.418	198.286	507.820	227.826	322.423	465.121	314.389	185.331	368.628	240.868	210.028	356.043	268.570	211.896	252.305	328.585	196.246	260.734	420.668	252.829	68.062	364.918	215.869	100.123	332.408	307.669	106.178	204.872	189.443	37.034	188.624	267.439	42.735	388.697	388.897	1233.576	303.536	384.636	1550.364	376.128	473.559	1407.785	381.703	307.168	1396.013	246.854	370.996	1796.202	99.620	344.456	1753.769	204.844	272.423	1693.962	176.154	464.771	1723.822	208.032	567.008	1535.134	213.558	653.415	1345.202	298.458	706.391	1430.981	288.723	726.325	1328.200	304.185	758.661	1273.034	387.040	686.151	1263.243	264.490	656.692	1183.987	311.324	776.048	1155.607	288.202	695.617	1094.090	337.792	604.482	1045.029	273.289	667.551	1017.216	260.156	612.241	1028.992	219.171	211.185	1541.144	210.109	133.287	1347.849	288.449	53.146	1416.540	274.540	57.655	1314.503	306.344	7.419	1244.709	389.515	80.809	1250.923	323.273	136.428	1205.072	262.972	35.422	1171.147	295.687	110.438	1109.529	325.412	178.493	1041.238	287.863	111.786	991.015	267.298	160.556	1020.407
220.692	512.915	1075.246	225.730	253.548	1069.933	412.359	445.332	1071.779	415.698	386.406	1097.074	416.440	329.729	1068.910	302.548	198.624	936.566	326.285	576.292	906.049	294.137	555.141	1094.194	296.405	219.885	1087.978	316.388	200.617	771.301	241.743	196.626	787.674	219.738	190.672	666.604	277.945	193.629	650.178	326.858	571.383	784.559	254.124	588.775	804.853	231.555	595.274	681.739	295.714	576.873	664.358	215.072	576.572	506.697	214.620	444.067	487.879	306.398	581.130	393.395	236.029	583.804	378.518	266.739	581.601	273.024	326.409	579.622	289.792	405.783	523.845	77.246	359.476	561.590	103.600	329.704	474.987	103.671	190.349	588.171	35.561	183.133	493.982	41.295	244.932	198.016	507.562	227.344	322.159	464.968	313.827	185.101	368.442	240.315	209.736	355.915	268.217	211.745	252.103	328.218	196.117	260.596	420.651	252.828	68.076	364.901	215.859	100.150	332.349	307.631	106.209	204.874	189.434	37.008	188.616	267.434	42.757	388.837	389.082	1233.553	302.215	384.754	1549.905	375.350	473.713	1407.724	380.964	307.301	1395.891	245.280	371.092	1795.360	98.137	344.527	1752.851	203.384	272.550	1693.032	174.594	464.860	1722.888	206.586	567.027	1534.321	212.810	653.437	1344.358	297.239	706.536	1430.573	287.946	726.470	1327.775	303.630	758.779	1272.588	386.610	686.420	1263.205	264.476	656.736	1183.415	311.295	776.130	1155.234	288.458	695.685	1093.678	338.409	604.536	1044.815	273.968	667.560	1016.683	260.784	612.230	1028.567	217.879	211.311	1540.450	209.489	133.364	1347.166	287.462	53.154	1416.178	273.941	57.612	1314.034	305.949	7.322	1244.456	389.268	80.517	1251.223	323.222	136.336	1204.900	263.562	35.546	1170.558	296.003	110.424	1109.197	326.109	178.428	1041.055	288.606	111.814	990.684	268.063	160.586	1020.062
221.346	512.841	1074.400	226.637	253.477	1069.188	413.082	445.429	1071.568	416.393	386.525	1097.095	417.277	329.823	1068.736	303.513	198.617	936.268	326.987	576.351	905.385	294.670	555.154	1093.738	297.288	219.978	1087.677	316.677	200.462	770.818	242.047	196.506	787.490	219.673	190.395	666.450	277.881	193.387	649.852	326.983	571.560	784.079	254.414	588.822	804.448	231.221	595.438	681.402	295.546	577.142	663.842	214.359	576.810	506.481	213.989	444.337	487.748	305.850	581.297	393.256	235.451	584.004	378.266	266.377	581.755	272.909	325.984	579.847	289.814	405.759	523.840	77.236	359.395	561.644	103.556	329.656	475.012	103.679	190.356	588.185	35.545	183.121	493.994	41.308	244.277	197.632	507.319	226.812	321.884	464.721	313.288	184.870	368.321	239.826	209.532	355.672	267.926	211.621	251.859	327.746	195.910	260.518	420.654	252.839	68.123	364.877	215.823	100.153	332.333	307.585	106.223	204.883	189.422	37.040	188.617	267.414	42.762	388.976	389.273	1233.533	300.940	384.879	1549.474	374.512	473.889	1407.637	380.213	307.449	1395.721	243.696	371.200	1794.559	96.533	344.611	1751.814	201.940	272.587	1692.220	173.127	464.922	1721.985	205.192	567.107	1533.562	212.015	653.469	1343.592	296.051	706.682	1430.123	287.194	726.594	1327.278	302.844	758.912	1272.117	386.191	686.659	1263.178	264.418	656.736	1182.895	311.183	776.250	1154.901	288.686	695.711	1093.182	338.967	604.634	1044.573	274.577	667.552	1016.194	261.508	612.237	1028.090	216.650	211.441	1539.747	208.869	133.431	1346.522	286.508	53.165	1415.815	273.418	57.614	1313.548	305.373	7.112	1244.336	388.924	80.274	1251.271	323.180	136.249	1204.703	263.544	35.584	1170.065	296.303	110.384	1108.882	326.867	178.369	1040.928	289.460	111.839	990.290	268.731	160.590	1019.666
222.185	512.998	1074.018	227.375	253.622	1069.297	413.892	445.532	1071.269	417.188	386.653	1096.976	418.044	329.865	1068.650	304.464	198.632	935.922	327.643	576.433	904.860	295.240	555.145	1093.256	297.972	220.096	1087.400	316.954	200.311	770.443	242.329	196.363	787.284	219.589	190.132	666.303	277.806	193.112	649.477	327.367	571.736	783.349	254.712	588.912	804.129	231.145	595.639	681.311	295.358	577.407	663.337	213.642	577.078	506.240	213.326	444.586	487.555	305.233	581.486	393.006	234.897	584.195	378.004	265.973	581.912	272.752	325.623	579.997	289.777	405.737	523.863	77.272	359.341	561.696	103.560	329.631	475.054	103.681	190.351	588.188	35.558	183.109	494.012	41.302	243.661	197.334	507.126	226.226	321.631	464.580	312.726	184.625	368.128	239.308	209.290	355.327	267.584	211.486	251.730	327.392	195.777	260.383	420.651	252.831	68.129	364.853	215.801	100.164	332.316	307.558	106.273	204.886	189.431	37.045	188.636	267.402	42.783	389.088	389.490	1233.469	299.575	385.015	1548.987	373.623	474.049	1407.542	379.360	307.621	1395.500	242.059	371.308	1793.680	95.017	344.709	1750.829	200.406	272.683	1691.344	171.570	464.978	1721.072	203.740	567.140	1532.697	211.287	653.508	1342.739	294.844	706.869	1429.620	286.382	726.731	1326.737	302.253	759.038	1271.644	385.775	686.877	1263.123	264.452	656.793	1182.293	311.099	776.357	1154.482	288.914	695.720	1092.723	339.468	604.711	1044.339	275.207	667.542	1015.705	262.219	612.237	1027.563	215.390	211.588	1539.020	208.220	133.490	1345.731	285.633	53.144	1415.351	272.738	57.551	1313.132	304.969	7.037	1244.037	388.627	80.073	1251.343	323.119	136.150	1204.508	263.530	35.592	1169.511	296.550	110.336	1108.530	327.469	178.275	1040.672	290.375	111.890	989.869	269.536	160.603	1019.227
223.078	513.161	1073.648	228.178	253.776	1069.343	414.759	445.642	1070.973	418.040	386.753	1096.965	418.871	329.964	1068.550	305.342	198.591	935.581	328.354	576.537	904.403	295.840	555.148	1092.733	298.780	220.195	1087.066	317.280	200.217	769.923	242.689	196.234	787.067	219.519	189.905	666.132	277.635	192.819	649.112	327.659	571.882	782.730	255.019	588.980	803.812	230.633	595.658	680.718	295.169	577.695	662.901	212.952	577.334	505.964	212.704	444.854	487.362	304.573	581.726	392.879	234.359	584.382	377.870	265.819	582.264	272.636	325.286	580.175	289.725	405.698	523.863	77.280	359.281	561.723	103.564	329.571	475.088	103.685	190.341	588.214	35.569	183.097	494.016	41.331	243.063	197.017	506.961	225.562	321.317	464.479	312.147	184.358	367.941	238.746	209.033	355.080	267.257	211.368	251.571	327.093	195.660	260.288	420.627	252.827	68.162	364.853	215.778	100.190	332.256	307.512	106.311	204.888	189.432	37.064	188.634	267.400	42.801	389.187	389.733	1233.412	298.263	385.136	1548.460	372.744	474.186	1407.382	378.473	307.841	1395.266	240.468	371.406	1792.868	93.458	344.784	1749.817	198.895	272.793	1690.406	170.007	465.052	1720.076	202.264	567.169	1531.836	210.517	653.555	1341.994	293.632	707.034	1429.120	285.599	726.866	1326.213	301.625	759.228	1271.227	385.331	687.120	1263.007	264.409	656.809	1181.753	311.024	776.443	1154.037	289.178	695.741	1092.167	340.000	604.813	1044.160	275.825	667.541	1015.170	262.873	612.200	1027.050	214.106	211.719	1538.250	207.545	133.509	1344.970	284.628	53.122	1414.908	272.150	57.496	1312.675	304.558	6.974	1243.652	388.284	79.967	1251.119	323.081	136.071	1204.256	263.450	35.604	1169.040	296.902	110.294	1108.175	328.195	178.225	1040.432	291.143	111.905	989.506	270.385	160.673	1018.780
223.720	513.040	1073.140	229.128	253.659	1068.993	415.481	445.744	1070.777	418.793	386.889	1096.946	419.732	330.049	1068.411	306.236	198.558	935.208	329.234	576.533	903.788	296.400	555.180	1092.238	299.592	220.288	1086.745	317.571	200.072	769.348	243.059	196.145	786.813	219.483	189.667	665.993	277.531	192.589	648.748	327.815	572.051	782.198	255.498	589.278	803.581	230.675	595.909	680.784	295.053	577.959	662.700	212.260	577.551	505.738	212.041	445.104	487.160	303.916	581.897	392.687	233.795	584.599	377.646	265.428	582.408	272.403	324.878	580.342	289.629	405.665	523.865	77.289	359.228	561.779	103.571	329.533	475.110	103.705	190.355	588.244	35.555	183.099	494.045	41.311	242.435	196.699	506.745	224.851	321.055	464.380	311.603	184.115	367.812	238.241	208.807	354.695	266.907	211.242	251.423	326.788	195.533	260.127	420.630	252.816	68.201	364.819	215.757	100.200	332.203	307.485	106.362	204.904	189.405	37.054	188.633	267.384	42.788	389.288	389.962	1233.332	296.894	385.252	1547.883	371.847	474.348	1407.352	377.656	307.997	1395.043	238.809	371.530	1791.913	91.874	344.897	1748.706	197.424	272.815	1689.489	168.411	465.143	1719.052	200.848	567.238	1531.007	209.692	653.577	1341.134	292.383	707.236	1428.638	284.792	727.010	1325.698	301.054	759.335	1270.697	384.866	687.358	1262.909	264.347	656.894	1181.096	310.923	776.524	1153.550	289.429	695.779	1091.624	340.597	604.911	1043.814	276.476	667.531	1014.635	263.553	612.218	1026.562	212.807	211.873	1537.430	206.915	133.569	1344.190	283.619	53.124	1414.449	271.588	57.459	1312.175	304.145	6.928	1243.230	388.063	79.682	1251.320	323.040	135.971	1204.032	263.523	35.587	1168.458	297.241	110.266	1107.781	328.983	178.163	1040.156	291.961	111.903	989.064	271.146	160.736	1018.377
224.292	512.890	1071.264	230.083	253.513	1067.385	416.155	445.843	1070.441	419.342	387.028	1096.845	420.580	330.166	1068.202	307.047	198.606	934.571	329.990	576.626	903.372	296.966	555.180	1091.706	300.442	220.300	1086.411	317.358	199.521	768.903	243.375	195.995	786.571	219.457	189.387	665.810	277.394	192.317	648.366	328.097	572.203	781.430	255.826	589.355	803.266	230.545	596.075	680.488	294.865	578.229	662.187	211.600	577.799	505.557	211.399	445.371	487.000	302.480	582.142	392.647	233.227	584.813	377.436	265.068	582.529	272.228	324.435	580.516	289.486	405.681	523.915	77.393	359.151	561.813	103.573	329.478	475.134	103.698	190.347	588.239	35.540	183.102	494.052	41.310	241.786	196.364	506.528	223.127	320.581	464.813	311.010	183.860	367.708	237.659	208.571	354.521	266.520	211.029	251.227	326.416	195.379	260.036	420.600	252.827	68.235	364.780	215.713	100.214	332.177	307.439	106.400	204.905	189.417	37.061	188.624	267.371	42.809	389.421	390.186	1233.283	295.559	385.370	1547.344	370.973	474.575	1407.161	376.828	308.148	1394.770	237.180	371.651	1790.985	90.283	344.960	1747.728	195.896	272.864	1688.524	166.868	465.248	1718.099	199.355	567.301	1530.085	208.976	653.583	1340.166	291.152	707.429	1428.081	283.977	727.139	1325.116	300.487	759.469	1270.143	384.441	687.595	1262.799	264.283	656.911	1180.497	310.826	776.632	1153.180	289.688	695.842	1091.105	341.141	605.041	1043.503	277.121	667.529	1014.040	264.344	612.226	1025.935	211.521	212.014	1536.675	206.283	133.624	1343.523	282.597	53.141	1413.990	270.947	57.440	1311.708	303.723	6.869	1242.848	387.702	79.579	1251.085	322.988	135.863	1203.748	263.483	35.597	1167.888	297.614	110.255	1107.375	329.784	178.127	1039.946	292.760	111.912	988.696	271.914	160.790	1017.976
225.333	513.219	1069.719	230.895	253.837	1065.847	417.129	445.986	1070.185	420.074	387.171	1096.874	421.456	330.287	1067.945	309.374	199.125	936.779	330.756	576.778	902.839	297.561	555.217	1091.190	301.214	220.345	1086.033	318.006	199.709	768.393	243.783	195.862	786.315	219.421	189.033	665.710	277.300	192.031	647.984	328.363	572.419	780.683	256.173	589.417	802.916	230.222	596.081	679.875	294.595	578.492	661.304	210.953	578.030	505.309	210.797	445.603	486.845	301.832	582.397	392.581	232.613	585.019	377.171	264.681	582.646	272.073	323.962	580.708	289.372	405.644	523.940	77.387	359.086	561.837	103.569	329.458	475.169	103.699	190.339	588.245	35.565	183.089	494.069	41.322	241.181	195.977	506.363	222.443	320.351	464.610	310.457	183.586	367.603	237.079	208.299	354.318	266.222	210.952	250.901	326.085	195.243	259.971	420.590	252.822	68.278	364.745	215.679	100.256	332.126	307.411	106.413	204.899	189.391	37.055	188.637	267.370	42.791	389.510	390.416	1233.174	294.189	385.502	1546.760	370.062	474.760	1406.950	375.971	308.329	1394.513	235.503	371.798	1790.066	88.681	345.053	1746.560	194.323	273.013	1687.629	165.270	465.327	1717.058	197.852	567.379	1529.145	208.204	653.610	1339.290	289.886	707.591	1427.499	283.173	727.260	1324.487	299.896	759.582	1269.612	383.978	687.832	1262.678	264.244	656.953	1179.798	310.733	776.715	1152.697	289.895	695.891	1090.612	341.645	605.128	1043.150	277.788	667.524	1013.441	265.006	612.219	1025.405	210.176	212.160	1535.795	205.631	133.691	1342.586	281.574	53.133	1413.538	270.264	57.423	1311.194	303.320	6.813	1242.480	387.410	79.277	1251.273	322.936	135.793	1203.469	263.461	35.617	1167.289	298.003	110.238	1106.983	330.510	178.070	1039.723	293.697	111.934	988.255	272.819	160.884	1017.543
225.990	513.127	1070.151	231.805	253.748	1066.464	417.854	446.084	1069.897	420.965	387.306	1096.790	422.291	330.397	1067.721	308.832	198.635	933.833	331.468	576.901	902.183	298.136	555.238	1090.634	302.036	220.435	1085.639	318.393	199.629	767.853	244.167	195.699	786.074	219.369	188.710	665.534	277.225	191.750	647.590	328.603	572.632	780.135	256.486	589.451	802.514	230.161	596.235	679.596	294.465	578.740	660.699	210.237	578.291	505.044	210.208	445.843	486.653	301.285	582.617	392.498	232.063	585.208	376.938	264.307	582.742	271.859	323.505	580.879	289.222	405.618	523.947	77.396	359.027	561.897	103.568	329.388	475.199	103.718	190.337	588.250	35.530	183.077	494.080	41.303	240.509	195.613	506.170	221.751	320.019	464.498	309.855	183.352	367.453	236.526	208.010	354.156	265.873	210.806	250.666	325.709	195.110	259.884	420.586	252.822	68.297	364.705	215.644	100.289	332.079	307.375	106.475	204.933	189.401	37.059	188.634	267.357	42.798	389.587	390.689	1233.077	292.827	385.655	1546.097	369.224	474.928	1406.727	375.137	308.511	1394.241	233.856	371.861	1789.049	87.030	345.122	1745.411	192.830	273.085	1686.507	163.720	465.454	1715.953	196.392	567.450	1528.228	207.413	653.656	1338.399	288.630	707.779	1426.984	282.362	727.378	1323.868	299.277	759.683	1269.052	383.461	688.073	1262.507	264.246	656.989	1179.054	310.620	776.811	1152.165	290.113	695.942	1090.120	342.153	605.252	1042.831	278.483	667.532	1012.817	265.670	612.216	1024.770	208.898	212.319	1534.931	204.975	133.770	1341.752	280.494	53.165	1412.988	269.663	57.379	1310.614	302.901	6.759	1242.098	387.108	79.046	1251.253	322.881	135.702	1203.142	263.431	35.657	1166.742	298.320	110.201	1106.599	331.188	178.131	1039.497	294.534	111.970	987.829	273.930	160.835	1016.951
226.803	513.308	1067.940	232.618	253.927	1064.379	418.652	446.210	1069.675	421.479	387.528	1096.509	423.094	330.518	1067.545	309.726	198.637	933.329	332.079	577.033	901.568	298.725	555.250	1090.103	302.896	220.493	1085.254	318.750	199.533	767.277	244.482	195.573	785.802	219.303	188.506	665.238	277.153	191.485	647.260	328.886	572.796	779.470	256.863	589.502	802.136	230.189	596.435	679.334	294.269	579.020	660.088	209.567	578.538	504.832	209.682	446.102	486.503	300.654	582.847	392.285	231.468	585.369	376.649	263.919	582.851	271.667	323.127	581.058	289.148	405.547	523.914	77.311	358.989	561.960	103.569	329.375	475.220	103.722	190.348	588.270	35.563	183.081	494.090	41.310	239.864	195.236	505.811	221.151	319.717	464.354	309.280	183.101	367.330	235.872	207.694	353.886	265.543	210.649	250.493	325.334	194.962	259.773	420.572	252.806	68.322	364.689	215.610	100.296	332.008	307.326	106.520	204.923	189.395	37.063	188.637	267.345	42.789	389.660	390.934	1232.990	291.455	385.754	1545.492	368.274	475.165	1406.497	374.268	308.660	1393.942	232.187	372.013	1788.126	85.379	345.194	1744.260	191.333	273.186	1685.540	162.085	465.528	1714.872	194.867	567.488	1527.246	207.301	653.760	1337.086	287.403	707.883	1426.243	281.494	727.500	1323.180	298.668	759.828	1268.490	382.955	688.306	1262.355	264.204	657.026	1178.468	310.527	776.898	1151.625	290.372	695.966	1089.486	342.718	605.376	1042.435	279.058	667.550	1012.300	266.330	612.262	1024.135	207.534	212.492	1533.983	204.303	133.861	1340.872	279.437	53.140	1412.465	269.019	57.353	1310.037	302.436	6.678	1241.624	386.749	78.801	1251.137	322.815	135.610	1202.780	263.399	35.715	1166.126	298.684	110.208	1106.177	332.107	178.013	1039.146	295.333	112.024	987.489	274.428	160.961	1016.697
227.697	513.462	1065.518	233.568	254.080	1062.080	419.521	446.348	1069.406	422.050	387.739	1096.289	423.992	330.678	1067.330	310.706	198.663	932.962	332.912	577.162	900.877	299.335	555.251	1089.548	303.714	220.555	1084.833	319.031	199.386	766.708	244.807	195.434	785.492	219.241	188.206	665.061	277.050	191.197	646.878	329.178	572.948	778.580	257.152	589.516	801.681	230.172	596.596	679.117	294.160	579.262	659.596	208.902	578.788	504.587	209.171	446.357	486.338	300.055	583.102	392.116	230.951	585.530	376.363	263.551	582.962	271.459	322.731	581.265	289.050	405.553	523.967	77.383	358.927	562.001	103.553	329.317	475.239	103.730	190.349	588.263	35.589	183.081	494.112	41.361	239.157	194.868	505.619	220.473	319.400	464.257	308.656	182.801	367.226	235.375	207.435	353.618	265.129	210.420	250.363	324.899	194.751	259.718	420.540	252.798	68.381	364.629	215.564	100.324	331.994	307.301	106.639	204.954	189.395	37.063	188.633	267.317	42.819	389.749	391.201	1232.872	290.025	385.920	1544.853	367.347	475.391	1406.257	373.428	308.810	1393.654	230.444	372.078	1786.998	83.719	345.268	1743.027	189.680	273.322	1684.400	160.465	465.603	1713.744	193.338	567.521	1526.211	206.550	653.784	1335.969	286.115	708.077	1425.657	280.684	727.654	1322.530	298.069	759.986	1267.936	382.481	688.535	1262.191	264.137	657.071	1177.828	310.440	777.017	1151.173	290.691	696.011	1088.867	343.247	605.481	1042.056	279.809	667.588	1011.647	266.958	612.287	1023.558	206.229	212.622	1533.106	203.630	133.929	1340.029	278.344	53.115	1411.918	268.365	57.329	1309.453	301.982	6.628	1241.195	386.393	78.583	1251.034	322.802	135.513	1202.442	263.339	35.753	1165.403	299.082	110.218	1105.707	332.846	177.970	1038.856	296.202	112.053	987.004	275.328	161.023	1016.173
