NO_OF_FRAMES	659
NO_OF_CAMERAS	16
NO_OF_MARKERS	71
FREQUENCY	400
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-08-07, 12:50:47.519	3184.74929124
DATA_INCLUDED	3D
MARKER_NAMES	R_asis	L_asis	R_PSIS	Sacrum	L_PSIS	L_troch	R_troch	R_illiac	L_illiac	L_thigh1	L_thigh2	L_thigh3	L_thigh4	R_thigh1	R_thigh2	R_thigh3	R_thigh4	RL_knee	RM_Knee	R_shank1	R_shank2	R_shank3	R_shank4	R_heel	RL_ankle	RM_ankle	R_Metatarsal5	R_Metatarsal1	LL_knee	LM_Knee	L_shank1	L_shank2	L_shank3	L_shank4	L_heel	LL_ankle	LM_Ankle	L_Metatarsal5	L_Metatarsal1	Back_down	Neck	Back_right	Back_left	Head_up	Head_front	Head_left	Head_right	R_shoulder	R_humerus1	R_humerus2	R_humerus3	Rl_elbow	RM_elbow	R_radius1	R_radius2	R_radius3	RL_wrist	Rm_wrist	R_hand	L_shoulder	L_humerus1	L_humerus2	L_humerus3	LL_elbow	LM_elbow	L_radius1	L_radius2	L_radius3	LL_wrist	Lm_wrist	L_hand
R_asis X	R_asis Y	R_asis Z	L_asis X	L_asis Y	L_asis Z	R_PSIS X	R_PSIS Y	R_PSIS Z	Sacrum X	Sacrum Y	Sacrum Z	L_PSIS X	L_PSIS Y	L_PSIS Z	L_troch X	L_troch Y	L_troch Z	R_troch X	R_troch Y	R_troch Z	R_illiac X	R_illiac Y	R_illiac Z	L_illiac X	L_illiac Y	L_illiac Z	L_thigh1 X	L_thigh1 Y	L_thigh1 Z	L_thigh2 X	L_thigh2 Y	L_thigh2 Z	L_thigh3 X	L_thigh3 Y	L_thigh3 Z	L_thigh4 X	L_thigh4 Y	L_thigh4 Z	R_thigh1 X	R_thigh1 Y	R_thigh1 Z	R_thigh2 X	R_thigh2 Y	R_thigh2 Z	R_thigh3 X	R_thigh3 Y	R_thigh3 Z	R_thigh4 X	R_thigh4 Y	R_thigh4 Z	RL_knee X	RL_knee Y	RL_knee Z	RM_Knee X	RM_Knee Y	RM_Knee Z	R_shank1 X	R_shank1 Y	R_shank1 Z	R_shank2 X	R_shank2 Y	R_shank2 Z	R_shank3 X	R_shank3 Y	R_shank3 Z	R_shank4 X	R_shank4 Y	R_shank4 Z	R_heel X	R_heel Y	R_heel Z	RL_ankle X	RL_ankle Y	RL_ankle Z	RM_ankle X	RM_ankle Y	RM_ankle Z	R_Metatarsal5 X	R_Metatarsal5 Y	R_Metatarsal5 Z	R_Metatarsal1 X	R_Metatarsal1 Y	R_Metatarsal1 Z	LL_knee X	LL_knee Y	LL_knee Z	LM_Knee X	LM_Knee Y	LM_Knee Z	L_shank1 X	L_shank1 Y	L_shank1 Z	L_shank2 X	L_shank2 Y	L_shank2 Z	L_shank3 X	L_shank3 Y	L_shank3 Z	L_shank4 X	L_shank4 Y	L_shank4 Z	L_heel X	L_heel Y	L_heel Z	LL_ankle X	LL_ankle Y	LL_ankle Z	LM_Ankle X	LM_Ankle Y	LM_Ankle Z	L_Metatarsal5 X	L_Metatarsal5 Y	L_Metatarsal5 Z	L_Metatarsal1 X	L_Metatarsal1 Y	L_Metatarsal1 Z	Back_down X	Back_down Y	Back_down Z	Neck X	Neck Y	Neck Z	Back_right X	Back_right Y	Back_right Z	Back_left X	Back_left Y	Back_left Z	Head_up X	Head_up Y	Head_up Z	Head_front X	Head_front Y	Head_front Z	Head_left X	Head_left Y	Head_left Z	Head_right X	Head_right Y	Head_right Z	R_shoulder X	R_shoulder Y	R_shoulder Z	R_humerus1 X	R_humerus1 Y	R_humerus1 Z	R_humerus2 X	R_humerus2 Y	R_humerus2 Z	R_humerus3 X	R_humerus3 Y	R_humerus3 Z	Rl_elbow X	Rl_elbow Y	Rl_elbow Z	RM_elbow X	RM_elbow Y	RM_elbow Z	R_radius1 X	R_radius1 Y	R_radius1 Z	R_radius2 X	R_radius2 Y	R_radius2 Z	R_radius3 X	R_radius3 Y	R_radius3 Z	RL_wrist X	RL_wrist Y	RL_wrist Z	Rm_wrist X	Rm_wrist Y	Rm_wrist Z	R_hand X	R_hand Y	R_hand Z	L_shoulder X	L_shoulder Y	L_shoulder Z	L_humerus1 X	L_humerus1 Y	L_humerus1 Z	L_humerus2 X	L_humerus2 Y	L_humerus2 Z	L_humerus3 X	L_humerus3 Y	L_humerus3 Z	LL_elbow X	LL_elbow Y	LL_elbow Z	LM_elbow X	LM_elbow Y	LM_elbow Z	L_radius1 X	L_radius1 Y	L_radius1 Z	L_radius2 X	L_radius2 Y	L_radius2 Z	L_radius3 X	L_radius3 Y	L_radius3 Z	LL_wrist X	LL_wrist Y	LL_wrist Z	Lm_wrist X	Lm_wrist Y	Lm_wrist Z	L_hand X	L_hand Y	L_hand Z	
178.711	508.323	1123.255	182.404	249.195	1110.446	364.157	442.313	1072.770	372.011	381.350	1089.466	367.729	327.635	1067.136	257.943	198.589	946.275	279.454	577.014	929.410	257.335	555.023	1103.728	253.601	215.717	1090.905	291.748	196.235	792.209	215.831	197.099	793.166	218.457	199.057	669.920	278.827	196.917	665.842	302.098	572.492	811.036	226.310	586.039	814.213	230.132	584.597	689.474	297.455	572.383	686.668	254.388	561.787	518.104	266.260	430.308	496.250	341.876	575.055	398.124	270.552	573.616	391.815	289.394	576.498	282.893	349.130	576.795	292.276	406.327	523.282	76.513	360.621	560.088	102.615	331.064	473.050	102.923	189.413	587.609	34.856	182.092	493.224	39.767	276.280	207.664	518.047	266.378	330.466	474.018	344.763	191.391	375.257	269.504	215.971	369.705	287.891	214.432	263.726	347.686	198.827	266.709	420.196	253.662	68.447	365.338	216.627	100.214	332.937	308.821	105.909	204.247	189.783	36.367	187.701	267.722	41.647	382.388	381.993	1215.251	385.465	382.037	1545.511	422.163	467.545	1383.103	420.347	306.445	1370.503	346.226	370.356	1815.239	197.203	343.126	1779.132	299.694	270.544	1715.745	271.998	463.206	1744.827	293.053	565.725	1546.116	256.648	652.757	1360.305	364.001	699.326	1422.289	328.551	721.020	1324.664	331.903	753.988	1266.843	405.192	675.258	1235.706	262.745	657.332	1190.985	311.153	773.555	1150.674	267.463	695.261	1097.251	294.769	601.775	1039.171	231.409	668.776	1026.744	217.047	613.933	1039.046	305.375	206.022	1551.565	258.003	129.770	1362.792	356.151	55.628	1408.884	316.682	59.537	1313.911	335.491	12.329	1237.141	410.003	95.057	1222.676	327.689	141.247	1195.245	274.466	32.543	1175.352	279.992	109.347	1108.859	284.695	180.456	1037.476	248.451	108.764	993.657	226.263	156.933	1024.390
178.670	508.346	1123.119	182.300	249.222	1110.205	364.156	442.312	1072.829	371.977	381.334	1089.526	367.700	327.606	1067.145	257.910	198.627	946.250	279.467	577.018	929.400	257.373	555.012	1103.729	253.557	215.748	1090.892	291.701	196.242	792.265	215.854	197.117	793.156	218.490	199.072	669.926	278.863	196.930	665.843	302.118	572.493	810.986	226.301	586.068	814.212	230.143	584.610	689.476	297.471	572.415	686.680	254.360	561.817	518.108	266.215	430.350	496.267	341.818	575.063	398.123	270.516	573.645	391.796	289.375	576.522	282.930	349.121	576.819	292.367	406.390	523.192	76.599	360.580	560.110	102.581	331.003	473.126	102.883	189.409	587.610	34.869	182.071	493.216	39.752	276.302	207.700	518.061	266.365	330.507	474.014	344.781	191.421	375.270	269.537	215.998	369.698	287.901	214.433	263.729	347.698	198.852	266.709	420.199	253.672	68.448	365.302	216.621	100.202	332.922	308.832	105.890	204.237	189.783	36.356	187.681	267.709	41.670	382.319	382.009	1215.284	385.370	382.018	1545.533	422.109	467.575	1383.200	420.290	306.439	1370.547	346.112	370.298	1815.234	197.087	343.072	1779.145	299.595	270.479	1715.770	271.859	463.142	1744.860	292.924	565.704	1546.185	256.551	652.725	1360.359	363.873	699.326	1422.364	328.509	721.002	1324.769	331.784	753.966	1266.922	405.256	675.312	1235.856	262.695	657.298	1191.035	311.088	773.538	1150.745	267.429	695.230	1097.306	294.771	601.778	1039.272	231.425	668.777	1026.785	217.037	613.916	1039.074	305.267	205.998	1551.584	257.897	129.750	1362.800	356.065	55.611	1408.884	316.642	59.542	1313.890	335.419	12.323	1237.154	409.908	95.106	1222.606	327.626	141.256	1195.232	274.407	32.552	1175.370	279.941	109.359	1108.859	284.705	180.496	1037.428	248.404	108.796	993.656	226.239	156.930	1024.403
178.698	508.351	1123.158	182.291	249.229	1110.193	364.179	442.314	1072.876	371.984	381.303	1089.540	367.710	327.595	1067.179	257.887	198.590	946.221	279.514	577.098	929.372	257.379	555.033	1103.792	253.511	215.736	1090.912	291.771	196.290	792.202	215.868	197.138	793.160	218.496	199.104	669.913	278.879	196.961	665.815	302.128	572.559	810.984	226.315	586.091	814.203	230.106	584.615	689.445	297.436	572.443	686.626	254.285	561.833	518.110	266.102	430.355	496.260	341.784	575.083	398.116	270.467	573.661	391.809	289.347	576.533	282.925	349.091	576.824	292.376	406.311	523.293	76.532	360.565	560.142	102.555	331.059	473.089	102.945	189.403	587.601	34.863	182.087	493.216	39.755	276.299	207.716	518.054	266.376	330.532	473.993	344.780	191.453	375.248	269.540	216.006	369.697	287.910	214.472	263.718	347.695	198.893	266.697	420.189	253.670	68.454	365.327	216.660	100.205	332.940	308.846	105.895	204.250	189.791	36.350	187.702	267.726	41.634	382.273	382.024	1215.310	385.276	381.992	1545.572	422.008	467.577	1383.238	420.184	306.438	1370.600	345.991	370.221	1815.245	196.957	343.010	1779.120	299.476	270.429	1715.761	271.737	463.074	1744.848	292.769	565.678	1546.289	256.422	652.710	1360.431	363.726	699.323	1422.450	328.373	720.993	1324.836	331.699	753.958	1267.005	405.176	675.294	1235.976	262.659	657.272	1191.061	311.027	773.519	1150.817	267.397	695.233	1097.377	294.770	601.758	1039.339	231.427	668.760	1026.835	217.045	613.921	1039.098	305.129	205.950	1551.579	257.824	129.732	1362.795	355.981	55.615	1408.899	316.567	59.526	1313.910	335.391	12.347	1237.137	409.872	95.088	1222.683	327.599	141.256	1195.217	274.332	32.562	1175.372	279.901	109.400	1108.869	284.701	180.509	1037.409	248.366	108.808	993.667	226.227	156.948	1024.403
178.638	508.395	1122.907	182.162	249.275	1109.889	364.182	442.311	1072.935	371.948	381.281	1089.640	367.683	327.581	1067.217	257.847	198.633	946.206	279.543	577.113	929.365	257.396	555.028	1103.826	253.481	215.751	1090.902	291.787	196.305	792.204	215.868	197.160	793.146	218.531	199.123	669.882	278.880	196.990	665.819	302.154	572.590	810.963	226.319	586.117	814.202	230.094	584.642	689.437	297.433	572.515	686.638	254.227	561.852	518.108	266.035	430.381	496.241	341.719	575.095	398.108	270.417	573.673	391.837	289.317	576.551	282.951	349.016	576.824	292.293	406.316	523.304	76.533	360.562	560.138	102.562	331.074	473.088	102.973	189.404	587.600	34.857	182.066	493.214	39.743	276.340	207.735	518.048	266.354	330.542	474.005	344.790	191.487	375.240	269.549	216.027	369.696	287.912	214.474	263.725	347.710	198.904	266.716	420.191	253.674	68.438	365.343	216.647	100.208	332.938	308.850	105.875	204.250	189.792	36.365	187.704	267.725	41.649	382.195	382.011	1215.308	385.183	381.984	1545.580	421.919	467.600	1383.335	420.106	306.434	1370.604	345.854	370.154	1815.238	196.816	342.941	1779.109	299.343	270.362	1715.742	271.602	463.013	1744.861	292.644	565.648	1546.348	256.316	652.666	1360.468	363.588	699.320	1422.539	328.261	720.972	1324.907	331.615	753.939	1267.096	405.079	675.235	1236.143	262.595	657.263	1191.131	311.001	773.521	1150.892	267.375	695.215	1097.444	294.779	601.734	1039.412	231.460	668.743	1026.869	217.054	613.923	1039.143	305.004	205.926	1551.596	257.730	129.717	1362.798	355.890	55.590	1408.915	316.462	59.535	1313.923	335.324	12.324	1237.147	409.842	95.108	1222.723	327.559	141.274	1195.245	274.263	32.572	1175.402	279.855	109.412	1108.869	284.654	180.506	1037.421	248.354	108.819	993.652	226.212	156.963	1024.412
178.629	508.333	1123.021	182.197	249.217	1109.944	364.168	442.314	1072.972	371.966	381.246	1089.717	367.690	327.562	1067.232	257.804	198.632	946.214	279.572	577.125	929.365	257.406	555.049	1103.843	253.444	215.760	1090.912	291.806	196.342	792.184	215.889	197.169	793.145	218.539	199.131	669.903	278.881	197.003	665.812	302.165	572.615	810.973	226.344	586.124	814.210	230.105	584.660	689.436	297.423	572.546	686.630	254.190	561.883	518.127	266.022	430.345	496.177	341.683	575.114	398.136	270.380	573.703	391.833	289.288	576.573	282.937	348.996	576.841	292.393	406.370	523.210	76.616	360.552	560.142	102.581	330.966	473.162	102.919	189.404	587.600	34.864	182.068	493.217	39.754	276.350	207.765	518.025	266.371	330.577	473.999	344.778	191.507	375.232	269.544	216.042	369.683	287.912	214.483	263.733	347.721	198.933	266.687	420.198	253.702	68.431	365.348	216.680	100.204	332.936	308.863	105.867	204.249	189.789	36.373	187.695	267.716	41.655	382.156	382.025	1215.353	385.078	381.973	1545.624	421.772	467.607	1383.386	420.006	306.435	1370.761	345.757	370.077	1815.259	196.705	342.866	1779.139	299.241	270.318	1715.757	271.476	462.950	1744.883	292.525	565.634	1546.419	256.226	652.647	1360.511	363.463	699.311	1422.601	328.136	720.953	1324.979	331.517	753.938	1267.172	405.024	675.276	1236.244	262.564	657.234	1191.166	310.960	773.514	1150.959	267.355	695.206	1097.519	294.782	601.722	1039.464	231.462	668.722	1026.902	217.063	613.914	1039.178	304.873	205.901	1551.567	257.618	129.696	1362.784	355.814	55.579	1408.919	316.412	59.524	1313.912	335.265	12.340	1237.154	409.749	95.140	1222.658	327.525	141.290	1195.251	274.206	32.586	1175.404	279.851	109.436	1108.877	284.682	180.536	1037.414	248.308	108.833	993.694	226.203	156.961	1024.402
178.620	508.359	1122.953	182.124	249.242	1109.880	364.173	442.283	1073.023	371.931	381.219	1089.725	367.667	327.541	1067.288	257.838	198.640	946.225	276.389	571.658	924.167	257.432	555.062	1103.899	253.413	215.772	1090.912	291.733	196.338	792.249	215.917	197.211	793.111	218.560	199.152	669.896	278.918	197.023	665.801	302.181	572.659	810.914	226.383	586.180	814.263	230.098	584.712	689.437	297.417	572.588	686.595	254.147	561.913	518.144	265.905	430.435	496.244	341.645	575.135	398.156	270.338	573.713	391.822	289.249	576.577	282.915	348.947	576.848	292.315	406.370	523.205	76.620	360.537	560.155	102.571	330.954	473.174	102.929	189.408	587.608	34.847	182.071	493.219	39.730	276.347	207.829	518.031	266.386	330.597	473.988	344.789	191.542	375.248	269.548	216.041	369.679	287.918	214.508	263.713	347.722	198.958	266.698	420.201	253.690	68.424	365.365	216.676	100.199	332.924	308.860	105.860	204.255	189.794	36.372	187.700	267.727	41.667	382.058	382.049	1215.357	384.957	381.965	1545.667	421.697	467.631	1383.514	419.946	306.431	1370.787	345.613	370.018	1815.266	196.543	342.793	1779.133	299.134	270.252	1715.764	271.336	462.890	1744.896	292.361	565.594	1546.475	256.113	652.614	1360.575	363.368	699.234	1422.688	328.072	720.949	1325.063	331.428	753.931	1267.260	404.943	675.274	1236.374	262.519	657.209	1191.208	310.900	773.497	1151.015	267.321	695.192	1097.589	294.788	601.700	1039.529	231.507	668.728	1026.940	217.087	613.915	1039.195	304.761	205.875	1551.622	257.547	129.702	1362.797	355.710	55.569	1408.931	316.323	59.522	1313.923	335.219	12.346	1237.157	409.689	95.127	1222.704	327.477	141.291	1195.265	274.132	32.612	1175.417	279.782	109.446	1108.891	284.655	180.529	1037.438	248.303	108.857	993.695	226.167	156.961	1024.427
178.624	508.368	1122.964	182.100	249.251	1109.878	364.173	442.280	1073.046	371.925	381.206	1089.756	367.655	327.527	1067.306	257.799	198.649	946.186	276.385	571.693	924.138	257.473	555.081	1103.931	253.382	215.759	1090.914	291.859	196.398	792.155	215.934	197.218	793.122	218.595	199.192	669.869	278.921	197.055	665.794	302.200	572.685	810.918	226.370	586.164	814.186	230.076	584.721	689.445	297.411	572.612	686.568	254.100	561.928	518.145	265.845	430.459	496.266	341.586	575.142	398.168	270.293	573.741	391.806	289.205	576.586	282.930	348.908	576.846	292.300	406.310	523.310	76.550	360.529	560.156	102.592	331.027	473.124	102.980	189.401	587.606	34.748	182.060	493.215	39.734	276.363	207.826	518.017	266.415	330.631	473.931	344.794	191.567	375.206	269.553	216.067	369.677	287.904	214.510	263.715	347.728	198.965	266.666	420.190	253.692	68.437	365.342	216.687	100.202	332.935	308.875	105.868	204.245	189.801	36.379	187.710	267.729	41.655	382.011	382.072	1215.379	384.847	381.955	1545.721	421.616	467.649	1383.565	419.850	306.447	1370.812	345.488	369.969	1815.280	196.431	342.734	1779.128	298.969	270.213	1715.732	271.214	462.844	1744.922	292.246	565.586	1546.572	256.032	652.607	1360.618	363.232	699.240	1422.797	327.870	720.908	1325.160	331.336	753.914	1267.326	404.919	675.306	1236.451	262.454	657.186	1191.258	310.859	773.484	1151.116	267.336	695.181	1097.617	294.796	601.686	1039.574	231.532	668.716	1026.979	217.110	613.913	1039.221	304.653	205.859	1551.625	257.460	129.693	1362.799	355.614	55.570	1408.956	316.228	59.510	1313.961	335.159	12.342	1237.158	409.630	95.134	1222.734	327.458	141.305	1195.297	274.106	32.647	1175.409	279.766	109.468	1108.902	284.659	180.556	1037.399	248.271	108.865	993.699	226.167	156.959	1024.414
178.614	508.365	1122.919	182.071	249.250	1109.787	364.188	442.264	1073.106	371.928	381.206	1089.830	367.659	327.498	1067.336	257.739	198.694	946.096	276.473	571.727	924.118	257.489	555.093	1103.917	253.363	215.762	1090.876	291.806	196.397	792.185	215.960	197.250	793.106	218.609	199.197	669.889	278.934	197.084	665.771	302.234	572.736	810.892	226.447	586.220	814.271	230.102	584.756	689.462	297.400	572.648	686.524	254.048	561.954	518.150	265.768	430.483	496.267	341.531	575.145	398.150	270.260	573.741	391.800	289.175	576.602	282.916	348.868	576.871	292.313	406.299	523.325	76.567	360.509	560.164	102.598	331.009	473.133	102.988	189.395	587.600	34.825	182.062	493.229	39.742	276.346	207.843	517.995	266.442	330.670	473.914	344.816	191.595	375.202	269.561	216.082	369.657	287.932	214.525	263.710	347.740	198.992	266.677	420.197	253.695	68.417	365.365	216.710	100.213	332.943	308.881	105.867	204.256	189.816	36.381	187.715	267.747	41.648	381.954	382.062	1215.411	384.703	381.930	1545.749	421.490	467.675	1383.599	419.774	306.440	1370.844	345.361	369.901	1815.276	196.279	342.656	1779.149	298.841	270.166	1715.728	271.052	462.771	1744.935	292.107	565.577	1546.651	255.933	652.575	1360.675	363.125	699.226	1422.863	327.774	720.899	1325.242	331.242	753.905	1267.406	404.843	675.331	1236.572	262.403	657.178	1191.312	310.788	773.501	1151.222	267.333	695.168	1097.657	294.838	601.667	1039.650	231.568	668.690	1027.011	217.132	613.916	1039.284	304.498	205.837	1551.632	257.358	129.686	1362.813	355.502	55.569	1408.964	316.197	59.517	1313.931	335.116	12.345	1237.158	409.561	95.120	1222.785	327.422	141.319	1195.307	274.044	32.664	1175.433	279.735	109.484	1108.930	284.643	180.540	1037.439	248.242	108.860	993.711	226.181	156.960	1024.422
178.706	508.355	1123.245	182.115	249.243	1110.035	364.205	442.253	1073.166	371.967	381.171	1089.886	367.656	327.484	1067.363	257.772	198.700	946.154	276.706	572.284	923.748	257.535	555.114	1103.959	253.342	215.764	1090.898	291.892	196.464	792.152	215.981	197.285	793.117	218.617	199.220	669.853	278.965	197.119	665.753	302.251	572.773	810.898	226.486	586.243	814.252	230.086	584.776	689.436	297.395	572.697	686.508	254.011	561.972	518.163	265.682	430.497	496.269	341.490	575.158	398.162	270.224	573.787	391.823	289.151	576.624	282.901	348.835	576.896	292.349	406.308	523.326	76.611	360.516	560.186	102.588	331.010	473.149	103.002	189.399	587.601	34.830	182.055	493.235	39.751	276.345	207.838	518.013	266.417	330.684	473.918	344.809	191.628	375.232	269.531	216.084	369.654	287.923	214.538	263.698	347.741	199.021	266.678	420.221	253.725	68.415	365.379	216.702	100.204	332.936	308.883	105.847	204.255	189.812	36.383	187.700	267.733	41.661	381.896	382.059	1215.439	384.578	381.937	1545.813	421.465	467.700	1383.712	419.704	306.433	1370.915	345.179	369.836	1815.280	196.145	342.593	1779.167	298.727	270.109	1715.763	270.901	462.719	1744.961	291.974	565.550	1546.728	255.837	652.557	1360.735	362.979	699.232	1422.958	327.632	720.897	1325.320	331.141	753.888	1267.495	404.767	675.312	1236.650	262.368	657.162	1191.351	310.760	773.490	1151.306	267.322	695.137	1097.741	294.860	601.655	1039.697	231.804	668.833	1026.906	217.175	613.907	1039.301	304.340	205.823	1551.623	257.259	129.670	1362.801	355.277	55.611	1409.093	316.101	59.516	1313.952	335.026	12.336	1237.214	409.522	95.128	1222.830	327.389	141.321	1195.327	273.945	32.672	1175.458	279.736	109.521	1108.928	284.663	180.556	1037.422	248.228	108.862	993.760	226.173	156.958	1024.451
178.629	508.390	1122.883	182.001	249.275	1109.717	364.216	442.232	1073.197	371.919	381.163	1089.910	367.649	327.461	1067.415	257.768	198.685	946.127	276.767	572.216	923.739	257.579	555.130	1104.060	253.283	215.802	1090.898	291.896	196.490	792.173	216.023	197.298	793.107	218.632	199.224	669.869	278.979	197.132	665.763	302.299	572.791	810.871	226.509	586.266	814.253	230.077	584.818	689.450	297.424	572.711	686.489	253.964	561.989	518.157	265.618	430.519	496.269	341.437	575.166	398.078	270.187	573.796	391.825	289.120	576.647	282.925	348.822	576.870	292.318	406.281	523.333	76.577	360.503	560.186	102.613	331.006	473.160	103.015	189.395	587.603	34.831	182.044	493.224	39.744	276.341	207.879	518.013	266.407	330.698	473.925	344.804	191.637	375.228	269.547	216.108	369.658	287.910	214.554	263.713	347.757	199.050	266.658	420.208	253.729	68.397	365.374	216.724	100.202	332.936	308.887	105.846	204.251	189.809	36.394	187.715	267.749	41.685	381.864	382.075	1215.491	384.438	381.926	1545.874	421.299	467.717	1383.753	419.605	306.412	1370.978	345.063	369.777	1815.292	196.008	342.531	1779.161	298.546	270.056	1715.699	270.751	462.649	1744.984	291.819	565.537	1546.793	255.744	652.560	1360.802	362.780	699.275	1423.024	327.527	720.879	1325.418	331.061	753.887	1267.596	404.726	675.309	1236.761	262.330	657.138	1191.440	310.707	773.483	1151.393	267.299	695.123	1097.812	294.875	601.623	1039.763	231.852	668.838	1026.946	217.207	613.890	1039.339	304.208	205.795	1551.625	257.165	129.662	1362.816	355.173	55.591	1409.114	316.007	59.499	1313.977	334.974	12.355	1237.219	409.458	95.119	1222.842	327.355	141.334	1195.344	273.889	32.707	1175.499	279.670	109.525	1108.947	284.646	180.559	1037.434	248.198	108.876	993.747	226.180	156.975	1024.444
178.785	508.470	1123.123	181.965	249.362	1109.773	364.315	442.191	1073.355	371.960	381.155	1089.961	367.660	327.436	1067.478	257.757	198.748	946.142	276.865	572.323	923.736	257.601	555.146	1104.077	253.287	215.783	1090.890	291.503	196.253	792.255	216.036	197.321	793.099	218.651	199.238	669.894	279.001	197.147	665.756	302.334	572.821	810.892	226.546	586.295	814.254	230.096	584.844	689.430	297.416	572.748	686.484	253.922	562.020	518.165	265.522	430.551	496.289	341.368	575.182	398.106	270.159	573.806	391.813	289.112	576.641	282.916	348.775	576.878	292.345	406.287	523.344	76.615	360.512	560.186	102.614	330.983	473.161	103.024	189.398	587.615	34.831	182.049	493.228	39.749	276.337	207.911	517.988	266.390	330.710	473.897	344.783	191.654	375.200	269.528	216.126	369.588	287.922	214.571	263.681	347.728	199.055	266.669	420.211	253.716	68.404	365.381	216.734	100.226	332.946	308.899	105.832	204.263	189.810	36.389	187.710	267.741	41.682	381.772	382.071	1215.544	384.313	381.932	1545.924	421.191	467.729	1383.816	419.503	306.432	1371.008	344.914	369.719	1815.304	195.846	342.447	1779.175	298.414	270.018	1715.697	270.582	462.599	1745.000	291.695	565.523	1546.892	255.643	652.551	1360.861	362.653	699.284	1423.118	327.405	720.885	1325.508	330.969	753.866	1267.680	404.635	675.329	1236.889	262.293	657.116	1191.465	310.685	773.497	1151.501	267.307	695.108	1097.880	294.908	601.600	1039.832	231.917	668.831	1026.963	217.273	613.893	1039.396	304.050	205.783	1551.670	257.065	129.673	1362.829	355.057	55.604	1409.152	315.935	59.510	1313.993	334.949	12.351	1237.246	409.407	95.107	1222.889	327.306	141.344	1195.382	273.840	32.746	1175.503	279.673	109.559	1108.978	284.649	180.553	1037.440	248.176	108.879	993.789	226.175	156.978	1024.461
178.776	508.420	1123.172	181.961	249.318	1109.711	364.310	442.182	1073.389	371.963	381.115	1090.000	367.658	327.402	1067.464	257.666	198.761	945.992	276.924	572.316	923.768	257.650	555.149	1104.086	253.259	215.803	1090.895	291.923	196.535	792.138	216.055	197.352	793.095	218.673	199.270	669.844	278.999	197.173	665.756	302.389	572.853	810.838	226.578	586.310	814.227	230.117	584.864	689.433	297.413	572.776	686.454	253.887	562.038	518.167	265.452	430.566	496.288	341.355	575.178	398.107	270.119	573.830	391.810	288.665	576.719	283.093	348.753	576.886	292.346	406.272	523.336	76.604	360.508	560.209	102.618	330.978	473.167	103.026	189.390	587.614	34.826	182.097	493.316	39.676	276.353	207.904	518.002	266.395	330.737	473.896	344.801	191.658	375.205	269.518	216.130	369.663	287.914	214.584	263.676	347.747	199.056	266.653	420.210	253.720	68.413	365.368	216.737	100.200	332.928	308.902	105.847	204.268	189.816	36.386	187.716	267.745	41.661	381.732	382.096	1215.589	384.159	381.911	1545.998	421.026	467.745	1383.866	419.415	306.437	1371.035	344.759	369.655	1815.306	195.703	342.383	1779.187	298.251	269.973	1715.685	270.420	462.540	1745.014	291.544	565.518	1546.963	255.533	652.514	1360.911	362.517	699.291	1423.253	327.272	720.890	1325.596	330.853	753.867	1267.746	404.710	675.336	1237.156	262.255	657.105	1191.546	310.645	773.491	1151.588	267.311	695.106	1097.922	294.954	601.573	1039.912	231.968	668.805	1027.013	217.302	613.884	1039.401	303.890	205.775	1551.693	256.935	129.649	1362.838	354.932	55.571	1409.176	315.864	59.504	1314.016	334.891	12.360	1237.303	409.341	95.141	1222.910	327.302	141.355	1195.397	273.761	32.765	1175.535	279.652	109.587	1108.990	284.678	180.550	1037.445	248.207	108.901	993.785	226.199	156.970	1024.500
