NO_OF_SAMPLES	638
FREQUENCY	400
TIME_STAMP	2020-08-07, 12:52:50.014	3307.37193418
FIRST_SAMPLE	2151
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	7390
FORCE_PLATE_CORNER_POSX_POSY_X	586.302996
FORCE_PLATE_CORNER_POSX_POSY_Y	778.885007
FORCE_PLATE_CORNER_POSX_POSY_Z	-12.587900
FORCE_PLATE_CORNER_NEGX_POSY_X	578.343987
FORCE_PLATE_CORNER_NEGX_POSY_Y	399.753004
FORCE_PLATE_CORNER_NEGX_POSY_Z	-14.426700
FORCE_PLATE_CORNER_NEGX_NEGY_X	-1.246320
FORCE_PLATE_CORNER_NEGX_NEGY_Y	401.962012
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-16.833499
FORCE_PLATE_CORNER_POSX_NEGY_X	-0.274277
FORCE_PLATE_CORNER_POSX_NEGY_Y	785.919964
FORCE_PLATE_CORNER_POSX_NEGY_Z	-14.884100
FORCE_PLATE_OFFSET_X	-0.355600
FORCE_PLATE_OFFSET_Y	-0.050800
FORCE_PLATE_OFFSET_Z	-45.389800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
1.827660	-2.222728	378.347930	-4.683232	15.684353	4.360362	-42.029703	-12.162253	0.000000	
1.304314	-2.753279	377.997431	-4.684485	15.701447	4.453342	-42.050722	-12.113089	0.000000	
1.309893	-3.722370	377.997772	-4.972715	15.701170	4.462313	-42.050624	-12.759227	0.000000	
1.139055	-4.475432	379.559294	-5.217642	15.806687	4.471915	-42.136657	-13.262184	0.000000	
1.186846	-5.264580	378.698118	-5.462879	15.858398	4.564714	-42.373947	-13.845220	0.000000	
0.885871	-6.015866	379.564424	-5.707201	15.840785	4.611124	-42.195649	-14.367584	0.000000	
0.800558	-6.411526	379.566797	-5.863024	15.858000	4.657553	-42.230541	-14.730710	0.000000	
0.894329	-7.158151	379.048269	-6.040608	15.804824	4.713025	-42.158764	-15.129886	0.000000	
0.367408	-7.596888	377.834928	-6.174949	15.856540	4.815042	-42.366583	-15.481157	0.000000	
0.151930	-8.170132	377.484082	-6.307286	15.768624	4.823865	-42.146819	-15.777147	0.000000	
0.288641	-8.607889	378.536461	-6.641784	15.838327	4.935801	-42.231165	-16.564594	0.000000	
0.161837	-8.786175	378.880824	-6.487526	15.803205	5.010489	-42.085215	-16.121085	0.000000	
0.122125	-9.533555	378.710002	-6.776029	15.802751	5.047372	-42.098078	-16.800562	0.000000	
0.390776	-9.837530	378.369500	-6.887508	15.731962	5.140264	-41.980783	-17.073802	0.000000	
0.659801	-10.410659	379.938288	-7.133064	15.837260	5.187264	-42.118193	-17.581348	0.000000	
0.531169	-10.585485	378.894298	-7.044018	15.714017	5.242705	-41.892584	-17.373691	0.000000	
0.535112	-10.985236	380.282609	-7.133662	15.784512	5.252414	-41.926791	-17.498468	0.000000	
1.016479	-10.804421	380.817196	-7.290789	15.942068	5.308763	-42.339539	-17.908131	0.000000	
0.930364	-11.068168	381.165843	-7.534233	15.906910	5.308487	-42.198643	-18.499073	0.000000	
1.244950	-11.551210	381.167967	-7.534729	15.836455	5.373629	-42.051033	-18.442750	0.000000	
1.028374	-11.952247	382.203827	-7.623050	15.836919	5.336449	-41.913522	-18.576361	0.000000	
1.200356	-11.553142	381.861598	-7.579174	15.889382	5.345901	-42.108596	-18.525502	0.000000	
1.601649	-11.857662	381.169646	-7.578624	15.731081	5.392074	-41.816876	-18.521334	0.000000	
1.559090	-11.726630	382.210648	-7.688737	15.661266	5.373432	-41.516235	-18.774683	0.000000	
