NO_OF_SAMPLES	433
FREQUENCY	400
TIME_STAMP	2020-08-07, 12:58:50.977	3668.69162029
FIRST_SAMPLE	1729
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	7390
FORCE_PLATE_CORNER_POSX_POSY_X	586.302996
FORCE_PLATE_CORNER_POSX_POSY_Y	778.885007
FORCE_PLATE_CORNER_POSX_POSY_Z	-12.587900
FORCE_PLATE_CORNER_NEGX_POSY_X	578.343987
FORCE_PLATE_CORNER_NEGX_POSY_Y	399.753004
FORCE_PLATE_CORNER_NEGX_POSY_Z	-14.426700
FORCE_PLATE_CORNER_NEGX_NEGY_X	-1.246320
FORCE_PLATE_CORNER_NEGX_NEGY_Y	401.962012
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-16.833499
FORCE_PLATE_CORNER_POSX_NEGY_X	-0.274277
FORCE_PLATE_CORNER_POSX_NEGY_Y	785.919964
FORCE_PLATE_CORNER_POSX_NEGY_Z	-14.884100
FORCE_PLATE_OFFSET_X	-0.355600
FORCE_PLATE_OFFSET_Y	-0.050800
FORCE_PLATE_OFFSET_Z	-45.389800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
-73.541162	11.765654	-6.920662	1.420648	1.430527	1.489836	-275.978270	-128.161038	0.000000	
-73.452085	11.193518	-7.091064	1.286488	1.553026	1.508544	-251.509646	-109.825138	0.000000	
-73.318103	11.146774	-6.574822	1.419978	1.518392	1.471497	-275.572546	-139.070229	0.000000	
-72.792569	11.241838	-7.779940	1.375175	1.535257	1.508594	-227.707378	-111.222629	0.000000	
-72.265451	11.197533	-6.212360	1.175728	1.623539	1.434547	-267.013616	-107.493746	0.000000	
-71.909922	10.444142	-5.699166	1.198970	1.641767	1.313645	-284.995573	-127.247065	0.000000	
-71.957935	10.579487	-6.563075	1.088170	1.676454	1.313377	-242.574679	-92.685650	0.000000	
-71.649548	10.537396	-6.560724	1.000256	1.623851	1.285292	-248.545861	-79.609945	0.000000	
-71.426747	9.737006	-6.052256	1.156367	1.694944	1.136647	-255.979531	-118.090473	0.000000	
-71.161904	9.742833	-7.085439	1.155294	1.676586	1.238922	-219.599407	-100.689406	0.000000	
-70.721627	9.519963	-7.443542	1.269662	1.519542	1.043017	-227.464994	-112.571588	0.000000	
-70.458186	9.076930	-6.750171	1.158922	1.642809	0.950191	-230.760698	-110.703157	0.000000	
-70.673202	8.768368	-6.750307	1.157971	1.607367	1.043237	-237.452365	-112.634778	0.000000	
-69.880661	8.238866	-6.402140	1.202167	1.730594	0.950616	-225.479500	-129.414808	0.000000	
-70.151187	8.326533	-8.844140	1.338429	1.625405	0.791397	-176.601488	-108.652557	0.000000	
-69.356904	8.155704	-7.437067	1.069652	1.782919	0.894509	-183.919525	-94.102208	0.000000	
-68.956568	7.537579	-7.617582	1.049818	1.643001	0.782387	-195.551905	-92.952761	0.000000	
-69.747312	7.353642	-7.110939	1.095292	1.608524	0.717048	-219.355181	-107.140989	0.000000	
-68.699272	7.981025	-7.784112	1.005015	1.765737	0.754687	-174.108132	-82.623887	0.000000	
-68.605277	7.403528	-7.445812	1.204756	1.731081	0.726947	-186.084011	-116.721950	0.000000	
-67.460740	7.010531	-7.268534	0.985720	1.643856	0.559103	-195.467031	-91.886817	0.000000	
-67.147936	6.660217	-8.831799	1.339389	1.590611	0.652218	-165.352598	-117.476808	0.000000	
