NO_OF_SAMPLES	693
FREQUENCY	400
TIME_STAMP	2020-08-07, 12:50:03.858	3141.04274616
FIRST_SAMPLE	2017
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	7391
FORCE_PLATE_CORNER_POSX_POSY_X	579.468012
FORCE_PLATE_CORNER_POSX_POSY_Y	379.240990
FORCE_PLATE_CORNER_POSX_POSY_Z	-16.077699
FORCE_PLATE_CORNER_NEGX_POSY_X	577.150047
FORCE_PLATE_CORNER_NEGX_POSY_Y	-4.550730
FORCE_PLATE_CORNER_NEGX_POSY_Z	-16.474199
FORCE_PLATE_CORNER_NEGX_NEGY_X	-4.632410
FORCE_PLATE_CORNER_NEGX_NEGY_Y	2.957070
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-16.989401
FORCE_PLATE_CORNER_POSX_NEGY_X	-3.978860
FORCE_PLATE_CORNER_POSX_NEGY_Y	381.323993
FORCE_PLATE_CORNER_POSX_NEGY_Z	-17.207799
FORCE_PLATE_OFFSET_X	-0.304800
FORCE_PLATE_OFFSET_Y	-0.457200
FORCE_PLATE_OFFSET_Z	-46.024800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
1.908440	17.119981	424.753462	18.198313	-8.682327	3.824887	19.929270	40.532152	0.000000	
1.605393	17.599814	423.898418	18.109800	-8.804323	3.890094	20.290782	40.353926	0.000000	
1.691492	17.511738	423.384398	18.175282	-8.787163	3.955116	20.265897	40.567712	0.000000	
1.776900	17.469380	423.557507	18.218229	-8.909006	4.020027	20.535875	40.656944	0.000000	
1.559850	17.469164	423.384988	18.196682	-8.769848	3.982846	20.239282	40.622828	0.000000	
1.735112	17.555260	423.042451	18.240901	-8.752621	4.001549	20.196128	40.751249	0.000000	
1.779752	17.553689	422.353237	18.287008	-8.769745	3.955709	20.265261	40.927833	0.000000	
1.866434	17.469314	423.727276	18.329877	-8.665463	3.927252	19.943037	40.903970	0.000000	
1.737203	17.642648	422.698070	18.374483	-8.596096	3.955409	19.842302	41.091330	0.000000	
1.647898	17.426790	423.040548	18.462229	-8.595983	3.964597	19.835440	41.288596	0.000000	
1.735354	17.514750	423.212502	18.484398	-8.682887	3.964704	20.023092	41.314451	0.000000	
1.603877	17.472154	423.041656	18.549854	-8.613486	4.001736	19.881552	41.490682	0.000000	
1.300492	17.908074	422.187711	18.460485	-8.648746	4.094544	20.038973	41.316326	0.000000	
1.648745	17.603319	422.697659	18.639189	-8.648167	3.983588	19.975141	41.721884	0.000000	
1.562060	17.691006	422.528318	18.682163	-8.509428	4.029743	19.664357	41.830942	0.000000	
1.127551	18.261420	422.704933	18.548207	-8.718379	4.103816	20.197642	41.434265	0.000000	
1.041356	18.349779	422.017146	18.725963	-8.700886	4.095092	20.199007	41.914108	0.000000	
0.862328	18.179004	423.395967	18.610650	-8.753606	4.242337	20.276212	41.522334	0.000000	
1.123583	17.742691	423.903831	18.768142	-8.648501	4.075683	19.975244	41.890938	0.000000	
1.168499	17.876418	424.762475	18.856380	-8.596294	4.029121	19.806474	41.998577	0.000000	
0.989824	17.616164	425.280517	18.764763	-8.631426	4.149000	19.883920	41.759599	0.000000	
0.902629	17.574676	425.965883	18.787166	-8.613800	4.093204	19.819480	41.748750	0.000000	
0.815134	17.575080	425.449962	18.854057	-8.683228	4.102874	20.016535	41.957111	0.000000	
0.554079	17.880646	425.282505	18.697869	-8.753189	4.186083	20.217294	41.573486	0.000000	
0.463027	17.534094	426.655220	18.585966	-8.857301	4.185444	20.405107	41.213363	0.000000	
0.201455	17.579379	426.311244	18.652649	-8.874570	4.185699	20.490566	41.398513	0.000000	
0.290187	17.664246	425.624266	18.653565	-8.822463	4.176690	20.392109	41.459047	0.000000	
0.284548	17.053848	426.825441	18.496636	-8.839798	4.212897	20.375087	41.039240	0.000000	
0.328773	17.008999	426.480354	18.519875	-8.804867	4.176035	20.305141	41.132148	0.000000	
0.371879	16.704440	426.647594	18.676048	-8.682702	4.083480	20.006077	41.514745	0.000000	
0.545368	16.572301	427.163807	18.586475	-8.613361	4.101514	19.800508	41.268568	0.000000	
0.456971	16.395372	426.130605	18.544091	-8.752098	4.092858	20.184378	41.289385	0.000000	
0.152859	16.704252	426.477137	18.564826	-8.734973	4.129705	20.160395	41.270748	0.000000	
0.239638	16.747073	426.650945	18.475335	-8.769998	4.175810	20.224790	41.039378	0.000000	
0.153008	16.701643	426.135836	18.453386	-8.613630	4.175749	19.892019	41.042938	0.000000	
0.107285	16.571046	425.790701	18.454073	-8.856745	4.194764	20.484304	41.092308	0.000000	
0.107891	16.704180	426.479879	18.496790	-8.770081	4.212891	20.247436	41.110960	0.000000	
0.629753	16.266557	427.334228	18.564030	-8.700159	4.120015	19.986517	41.232335	0.000000	
0.543527	16.442235	427.507439	18.563547	-8.682907	4.129170	19.947225	41.195399	0.000000	
0.849140	16.440778	427.335109	18.608402	-8.735029	4.120166	20.044446	41.317319	0.000000	
0.411781	16.266930	426.817498	18.587238	-8.752079	4.101845	20.156232	41.337141	0.000000	
0.411674	16.268342	427.160817	18.631223	-8.752040	4.092507	20.139709	41.406368	0.000000	
0.064401	16.839607	427.166929	18.651094	-8.856908	4.203700	20.422329	41.390735	0.000000	
0.022121	17.103550	427.512649	18.694464	-8.857114	4.222126	20.410601	41.429927	0.000000	
0.415873	17.100483	427.512527	18.672849	-8.770282	4.194247	20.165106	41.379709	0.000000	
0.193912	16.494451	428.707418	18.806635	-8.804128	4.073658	20.210832	41.640232	0.000000	
0.108381	16.803874	429.741400	18.870913	-8.682807	4.091618	19.888318	41.655378	0.000000	
-0.282010	17.459457	428.200437	18.870938	-8.996125	4.213049	20.734657	41.736521	0.000000	
-0.415326	17.075234	430.945563	19.067832	-8.769736	4.119224	20.089543	41.965670	0.000000	
-0.066254	17.027641	430.258668	19.046320	-8.787232	4.138043	20.125424	41.988489	0.000000	
-0.370502	17.340569	431.461539	19.200324	-8.874023	4.110126	20.302077	42.193712	0.000000	
-0.678917	17.038493	431.977024	19.264584	-8.769779	4.156006	20.069030	42.323759	0.000000	
-0.679338	17.173972	433.180513	19.329524	-8.874129	4.164989	20.253362	42.340420	0.000000	
-0.766527	17.218527	432.837702	19.417655	-8.856827	4.192976	20.238943	42.573191	0.000000	
-1.288159	17.878692	433.359912	19.370598	-8.979165	4.303871	20.551887	42.342640	0.000000	
-1.287795	17.835116	433.014431	19.460221	-8.978929	4.267152	20.567943	42.588394	0.000000	
-1.505512	18.056933	433.875799	19.436459	-8.996522	4.294515	20.590150	42.424639	0.000000	
-1.638458	17.798670	434.216819	19.613196	-8.996219	4.276075	20.587134	42.825360	0.000000	
-1.768431	18.019940	435.078230	19.611565	-8.944323	4.294118	20.440238	42.712510	0.000000	
-1.728694	17.544008	435.761993	19.854101	-8.943990	4.284856	20.402727	43.251617	0.000000	
-1.948425	17.417094	436.620822	19.918935	-8.891767	4.293701	20.265550	43.327511	0.000000	
-1.904758	17.375793	437.306015	20.007728	-8.891521	4.238034	20.228159	43.466299	0.000000	
-2.339499	17.901491	436.279619	20.007317	-9.135239	4.340615	20.880958	43.513235	0.000000	
-2.469187	18.168136	437.999890	19.983105	-9.065934	4.330482	20.653146	43.257241	0.000000	
-2.602948	17.863898	437.312250	20.159218	-9.048546	4.395692	20.660418	43.760715	0.000000	
-2.646523	17.953276	437.656002	20.203187	-9.118048	4.395716	20.807337	43.817050	0.000000	
-2.515048	18.040942	437.655855	20.269881	-9.170166	4.386662	20.912602	43.960234	0.000000	
-2.734352	17.914696	438.513662	20.401571	-9.100484	4.367829	20.735211	44.186907	0.000000	
-2.298849	17.740941	439.371024	20.533923	-9.048255	4.330576	20.529663	44.419223	0.000000	
-2.300557	17.616390	440.743611	20.754257	-9.117485	4.293379	20.622032	44.792387	0.000000	
-2.650834	17.664610	441.261178	20.818404	-9.117691	4.357950	20.634488	44.879655	0.000000	
-2.868393	17.751210	440.403056	20.818770	-9.117746	4.386064	20.698150	44.959775	0.000000	
