NO_OF_FRAMES	712
NO_OF_CAMERAS	16
NO_OF_MARKERS	71
FREQUENCY	400
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-08-07, 12:48:47.992	3065.10169880
DATA_INCLUDED	3D
MARKER_NAMES	R_asis	L_asis	R_PSIS	Sacrum	L_PSIS	R_illiac	R_troch	L_illiac	L_troch	R_thigh1	R_thigh2	R_thigh3	R_thigh4	RL_knee	RM_Knee	R_shank1	R_shank2	R_shank3	R_shank4	R_heel	RL_ankle	RM_ankle	R_Metatarsal5	R_Metatarsal1	L_thigh1	L_thigh2	L_thigh3	L_thigh4	LL_knee	LM_Knee	L_shank1	L_shank2	L_shank3	L_shank4	L_heel	LL_ankle	LM_Ankle	L_Metatarsal5	L_Metatarsal1	Back_down	Neck	Back_right	Back_left	Head_up	Head_front	Head_left	Head_right	R_shoulder	R_humerus1	R_humerus2	R_humerus3	Rl_elbow	RM_elbow	R_radius1	R_radius2	R_radius3	RL_wrist	Rm_wrist	R_hand	L_shoulder	L_humerus1	L_humerus2	L_humerus3	LL_elbow	LM_elbow	L_radius1	L_radius2	L_radius3	LL_wrist	Lm_wrist	L_hand
R_asis X	R_asis Y	R_asis Z	L_asis X	L_asis Y	L_asis Z	R_PSIS X	R_PSIS Y	R_PSIS Z	Sacrum X	Sacrum Y	Sacrum Z	L_PSIS X	L_PSIS Y	L_PSIS Z	R_illiac X	R_illiac Y	R_illiac Z	R_troch X	R_troch Y	R_troch Z	L_illiac X	L_illiac Y	L_illiac Z	L_troch X	L_troch Y	L_troch Z	R_thigh1 X	R_thigh1 Y	R_thigh1 Z	R_thigh2 X	R_thigh2 Y	R_thigh2 Z	R_thigh3 X	R_thigh3 Y	R_thigh3 Z	R_thigh4 X	R_thigh4 Y	R_thigh4 Z	RL_knee X	RL_knee Y	RL_knee Z	RM_Knee X	RM_Knee Y	RM_Knee Z	R_shank1 X	R_shank1 Y	R_shank1 Z	R_shank2 X	R_shank2 Y	R_shank2 Z	R_shank3 X	R_shank3 Y	R_shank3 Z	R_shank4 X	R_shank4 Y	R_shank4 Z	R_heel X	R_heel Y	R_heel Z	RL_ankle X	RL_ankle Y	RL_ankle Z	RM_ankle X	RM_ankle Y	RM_ankle Z	R_Metatarsal5 X	R_Metatarsal5 Y	R_Metatarsal5 Z	R_Metatarsal1 X	R_Metatarsal1 Y	R_Metatarsal1 Z	L_thigh1 X	L_thigh1 Y	L_thigh1 Z	L_thigh2 X	L_thigh2 Y	L_thigh2 Z	L_thigh3 X	L_thigh3 Y	L_thigh3 Z	L_thigh4 X	L_thigh4 Y	L_thigh4 Z	LL_knee X	LL_knee Y	LL_knee Z	LM_Knee X	LM_Knee Y	LM_Knee Z	L_shank1 X	L_shank1 Y	L_shank1 Z	L_shank2 X	L_shank2 Y	L_shank2 Z	L_shank3 X	L_shank3 Y	L_shank3 Z	L_shank4 X	L_shank4 Y	L_shank4 Z	L_heel X	L_heel Y	L_heel Z	LL_ankle X	LL_ankle Y	LL_ankle Z	LM_Ankle X	LM_Ankle Y	LM_Ankle Z	L_Metatarsal5 X	L_Metatarsal5 Y	L_Metatarsal5 Z	L_Metatarsal1 X	L_Metatarsal1 Y	L_Metatarsal1 Z	Back_down X	Back_down Y	Back_down Z	Neck X	Neck Y	Neck Z	Back_right X	Back_right Y	Back_right Z	Back_left X	Back_left Y	Back_left Z	Head_up X	Head_up Y	Head_up Z	Head_front X	Head_front Y	Head_front Z	Head_left X	Head_left Y	Head_left Z	Head_right X	Head_right Y	Head_right Z	R_shoulder X	R_shoulder Y	R_shoulder Z	R_humerus1 X	R_humerus1 Y	R_humerus1 Z	R_humerus2 X	R_humerus2 Y	R_humerus2 Z	R_humerus3 X	R_humerus3 Y	R_humerus3 Z	Rl_elbow X	Rl_elbow Y	Rl_elbow Z	RM_elbow X	RM_elbow Y	RM_elbow Z	R_radius1 X	R_radius1 Y	R_radius1 Z	R_radius2 X	R_radius2 Y	R_radius2 Z	R_radius3 X	R_radius3 Y	R_radius3 Z	RL_wrist X	RL_wrist Y	RL_wrist Z	Rm_wrist X	Rm_wrist Y	Rm_wrist Z	R_hand X	R_hand Y	R_hand Z	L_shoulder X	L_shoulder Y	L_shoulder Z	L_humerus1 X	L_humerus1 Y	L_humerus1 Z	L_humerus2 X	L_humerus2 Y	L_humerus2 Z	L_humerus3 X	L_humerus3 Y	L_humerus3 Z	LL_elbow X	LL_elbow Y	LL_elbow Z	LM_elbow X	LM_elbow Y	LM_elbow Z	L_radius1 X	L_radius1 Y	L_radius1 Z	L_radius2 X	L_radius2 Y	L_radius2 Z	L_radius3 X	L_radius3 Y	L_radius3 Z	LL_wrist X	LL_wrist Y	LL_wrist Z	Lm_wrist X	Lm_wrist Y	Lm_wrist Z	L_hand X	L_hand Y	L_hand Z	
241.671	528.113	1052.961	240.369	255.941	1042.071	433.870	444.327	1072.555	441.016	385.529	1091.545	435.742	332.609	1068.501	329.028	559.957	1105.006	352.802	570.667	927.866	321.283	220.742	1091.776	328.339	208.127	953.819	372.108	576.954	811.569	297.138	593.210	814.797	301.416	592.840	689.973	368.641	578.429	688.039	326.002	570.159	517.748	340.088	438.933	494.907	413.807	586.859	400.646	342.713	582.544	394.219	361.699	587.960	285.346	421.311	590.188	295.026	486.528	541.487	77.925	438.178	574.752	104.145	413.612	487.379	103.077	267.903	597.265	35.005	263.654	503.125	39.554	356.205	199.335	792.779	280.181	202.006	794.485	281.065	201.598	671.824	341.239	198.329	666.742	338.820	206.028	518.564	335.331	328.723	473.117	404.299	183.570	378.891	330.989	213.789	371.795	351.073	209.142	265.878	409.565	189.564	270.121	487.560	236.986	70.210	429.428	204.880	102.008	404.085	299.179	106.452	267.812	190.165	35.685	256.515	268.845	40.860	443.579	384.037	1219.342	434.902	383.323	1544.339	481.310	463.569	1377.815	477.161	310.045	1369.710	345.719	377.450	1825.436	206.792	352.216	1759.455	319.324	278.017	1718.062	289.754	471.119	1740.908	357.627	572.361	1524.903	304.353	630.707	1330.634	432.513	659.952	1350.435	375.430	666.277	1260.379	384.551	687.178	1196.325	396.601	581.124	1167.137	262.907	678.490	1124.101	382.743	718.233	1083.492	294.610	699.398	1030.252	228.199	630.233	971.847	268.986	705.879	947.152	207.756	702.168	919.716	355.741	204.590	1534.134	282.488	160.973	1341.992	399.360	101.078	1335.503	332.475	121.214	1259.449	356.917	92.319	1173.270	371.567	201.754	1159.130	255.904	171.568	1128.412	304.006	59.880	1116.626	255.629	113.882	1043.473	200.228	136.067	947.389	268.606	89.830	913.425	204.034	85.912	888.884
241.679	528.126	1052.949	240.301	255.924	1042.121	433.861	444.324	1072.537	440.996	385.519	1091.525	435.721	332.602	1068.462	329.041	559.968	1104.968	352.734	570.721	927.828	321.276	220.749	1091.768	328.246	208.096	953.826	372.121	577.007	811.604	297.112	593.218	814.802	301.472	592.891	690.023	368.602	578.448	687.943	325.984	570.164	517.747	340.107	438.954	494.896	413.788	586.870	400.643	342.700	582.552	394.223	361.701	587.972	285.340	421.307	590.190	295.011	486.450	541.416	77.901	438.383	574.822	104.362	413.610	487.384	103.079	267.897	597.257	34.983	263.649	503.119	39.574	356.303	199.376	792.723	280.109	202.018	794.473	281.005	201.639	671.853	341.201	198.326	666.756	338.845	206.032	518.595	335.397	328.723	473.118	404.345	183.526	378.868	331.024	213.785	371.824	351.096	209.141	265.865	409.935	189.731	269.916	487.572	236.974	70.213	429.216	204.740	101.705	404.067	299.163	106.450	267.812	190.166	35.707	256.514	268.848	40.845	443.573	384.035	1219.305	434.942	383.309	1544.293	481.340	463.573	1377.783	477.136	309.989	1369.647	345.791	377.452	1825.415	206.837	352.236	1759.498	319.381	278.038	1718.063	289.821	471.127	1740.889	357.678	572.349	1524.892	304.326	630.715	1330.663	432.513	659.981	1350.456	375.417	666.316	1260.415	384.516	687.233	1196.382	396.490	581.180	1167.136	262.825	678.525	1124.222	382.606	718.305	1083.475	294.473	699.450	1030.299	228.050	630.293	971.929	268.826	705.953	947.232	207.565	702.241	919.819	355.753	204.601	1534.126	282.464	160.967	1342.025	399.306	101.067	1335.484	332.402	121.178	1259.486	356.770	92.279	1173.244	371.494	201.703	1159.119	255.793	171.555	1128.472	303.886	59.853	1116.651	255.616	113.941	1043.497	200.032	136.062	947.481	268.391	89.782	913.464	203.821	85.882	888.957
241.681	528.124	1052.970	240.309	255.965	1042.132	433.865	444.324	1072.514	440.991	385.516	1091.496	435.676	332.566	1068.415	329.044	559.972	1104.953	352.734	570.770	927.834	321.262	220.729	1091.746	328.165	208.091	953.839	372.079	577.041	811.586	297.091	593.217	814.790	301.378	592.845	689.939	368.554	578.487	687.910	325.971	570.174	517.741	340.103	438.967	494.877	413.805	586.887	400.649	342.692	582.564	394.220	361.699	587.977	285.313	421.298	590.198	294.991	486.534	541.486	77.939	438.217	574.748	104.124	413.612	487.380	103.089	267.888	597.245	35.022	263.633	503.113	39.567	356.103	199.299	792.752	280.054	202.050	794.476	280.981	201.668	671.855	341.137	198.327	666.767	338.822	206.042	518.623	335.435	328.736	473.159	404.371	183.511	378.885	331.059	213.799	371.845	351.102	209.115	265.919	409.979	189.738	269.899	487.377	236.974	69.872	429.251	204.596	101.698	404.088	299.146	106.463	267.822	190.173	35.698	256.525	268.839	40.855	443.555	384.038	1219.278	435.003	383.286	1544.267	481.342	463.560	1377.744	477.155	309.958	1369.656	345.867	377.451	1825.403	206.885	352.241	1759.503	319.398	278.025	1718.053	289.855	471.124	1740.873	357.704	572.345	1524.888	304.323	630.716	1330.666	432.485	660.028	1350.467	375.396	666.345	1260.425	384.436	687.251	1196.356	396.439	581.242	1167.140	262.732	678.559	1124.244	382.489	718.343	1083.478	294.301	699.485	1030.363	227.902	630.341	972.002	268.629	706.021	947.342	207.364	702.302	919.938	355.761	204.584	1534.114	282.438	160.964	1342.032	399.229	101.017	1335.469	332.352	121.141	1259.514	356.701	92.253	1173.286	371.412	201.667	1159.101	255.691	171.532	1128.496	303.744	59.827	1116.691	255.328	113.830	1043.596	199.807	136.029	947.564	268.167	89.753	913.512	203.563	85.872	889.032
241.708	528.160	1052.959	240.290	255.966	1042.163	433.860	444.317	1072.483	440.993	385.500	1091.456	435.678	332.569	1068.404	329.034	559.978	1104.922	352.650	570.825	927.824	321.245	220.717	1091.743	328.119	208.066	953.853	372.123	577.123	811.711	297.062	593.212	814.756	301.347	592.847	689.941	368.535	578.523	687.897	325.958	570.169	517.737	340.103	438.962	494.883	413.779	586.882	400.629	342.684	582.569	394.209	361.688	587.979	285.304	421.300	590.208	295.028	486.537	541.493	77.949	438.187	574.773	104.120	413.623	487.374	103.095	267.890	597.243	34.986	263.650	503.113	39.578	356.177	199.357	792.756	279.946	202.085	794.479	280.930	201.701	671.856	341.106	198.336	666.775	338.872	206.043	518.601	335.472	328.725	473.162	404.397	183.515	378.879	331.079	213.792	371.840	351.128	209.103	265.920	409.982	189.731	269.913	487.566	236.966	70.205	429.432	204.844	101.989	404.075	299.148	106.467	267.807	190.160	35.703	256.512	268.846	40.850	443.552	384.036	1219.254	435.032	383.274	1544.259	481.360	463.582	1377.734	477.182	309.939	1369.628	345.921	377.437	1825.386	206.950	352.258	1759.506	319.409	278.023	1718.044	289.939	471.138	1740.883	357.747	572.322	1524.903	304.297	630.725	1330.726	432.488	660.012	1350.447	375.348	666.364	1260.447	384.383	687.282	1196.380	396.321	581.280	1167.146	262.619	678.589	1124.376	382.387	718.397	1083.515	294.139	699.536	1030.425	227.719	630.396	972.077	268.346	706.057	947.332	207.162	702.376	920.042	355.790	204.578	1534.120	282.376	160.941	1342.060	399.189	100.987	1335.463	332.256	121.108	1259.521	356.578	92.227	1173.244	371.329	201.611	1159.112	255.579	171.528	1128.569	303.613	59.792	1116.711	255.176	113.816	1043.663	199.601	136.026	947.624	267.944	89.708	913.570	203.341	85.835	889.104
241.700	528.161	1052.980	240.264	255.967	1042.184	433.848	444.309	1072.445	441.001	385.504	1091.443	435.647	332.542	1068.365	329.080	559.995	1104.918	352.581	570.862	927.779	321.188	220.724	1091.771	328.008	208.047	953.855	372.059	577.136	811.577	297.028	593.219	814.758	301.330	592.854	689.944	368.536	578.552	687.901	325.960	570.188	517.746	340.094	438.973	494.872	413.771	586.899	400.656	342.675	582.579	394.198	361.687	588.000	285.299	421.282	590.196	294.999	486.529	541.497	77.948	438.170	574.762	104.109	413.598	487.384	103.104	267.870	597.242	35.013	263.648	503.116	39.567	356.072	199.298	792.780	279.889	202.108	794.486	280.860	201.740	671.868	341.052	198.316	666.793	338.850	206.058	518.615	335.520	328.713	473.174	404.420	183.502	378.891	331.092	213.792	371.836	351.141	209.089	265.937	410.020	189.728	269.903	487.371	236.969	69.858	429.500	204.712	102.049	404.095	299.140	106.466	267.813	190.163	35.706	256.466	268.837	40.919	443.567	384.007	1219.236	435.072	383.267	1544.231	481.384	463.577	1377.728	477.182	309.891	1369.617	345.989	377.420	1825.387	206.965	352.255	1759.519	319.440	278.039	1718.048	289.984	471.138	1740.863	357.756	572.312	1524.891	304.285	630.731	1330.720	432.474	660.054	1350.444	375.281	666.386	1260.457	384.319	687.323	1196.392	396.229	581.327	1167.143	262.511	678.634	1124.398	382.214	718.446	1083.443	293.964	699.594	1030.492	227.534	630.457	972.158	268.132	706.121	947.417	206.975	702.428	920.154	355.820	204.582	1534.107	282.341	160.935	1342.101	399.174	100.981	1335.460	332.183	121.075	1259.518	356.470	92.199	1173.257	371.242	201.577	1159.112	255.476	171.491	1128.611	303.478	59.762	1116.751	255.042	113.798	1043.695	199.395	136.013	947.709	267.744	89.672	913.628	203.095	85.819	889.181
241.712	528.184	1052.986	240.259	255.983	1042.192	433.870	444.312	1072.417	440.999	385.495	1091.428	435.661	332.546	1068.350	329.061	559.999	1104.888	352.521	570.930	927.793	321.144	220.744	1091.793	327.957	208.031	953.859	372.059	577.206	811.679	297.011	593.225	814.754	301.306	592.836	689.924	368.494	578.582	687.892	325.942	570.197	517.749	340.073	438.973	494.873	413.750	586.909	400.617	342.669	582.584	394.196	361.660	587.981	285.300	421.275	590.230	295.017	486.541	541.500	77.951	438.180	574.772	104.107	413.628	487.395	103.078	267.917	597.274	34.861	263.650	503.126	39.569	356.077	199.324	792.769	279.834	202.154	794.479	280.834	201.795	671.874	340.997	198.316	666.811	338.848	206.046	518.622	335.553	328.722	473.200	404.412	183.529	378.918	331.126	213.787	371.815	351.159	209.104	265.936	409.653	189.543	270.129	487.570	236.950	70.207	429.423	204.833	102.003	404.105	299.129	106.447	267.802	190.153	35.705	256.524	268.854	40.876	443.588	384.021	1219.193	435.096	383.250	1544.195	481.396	463.568	1377.695	477.151	309.861	1369.573	346.062	377.428	1825.367	207.000	352.288	1759.540	319.454	278.037	1718.024	290.040	471.123	1740.849	357.838	572.309	1524.897	304.271	630.735	1330.793	432.475	660.048	1350.442	375.220	666.405	1260.474	384.253	687.357	1196.418	396.137	581.386	1167.144	262.429	678.675	1124.510	382.097	718.507	1083.487	293.801	699.643	1030.552	227.358	630.509	972.253	267.964	706.188	947.534	206.726	702.467	920.247	355.829	204.588	1534.100	282.293	160.926	1342.106	399.116	100.949	1335.496	332.098	121.076	1259.529	356.400	92.176	1173.255	371.161	201.536	1159.088	255.361	171.485	1128.650	303.348	59.734	1116.779	254.888	113.773	1043.734	199.203	135.994	947.785	267.526	89.654	913.702	202.857	85.810	889.273
241.720	528.197	1052.982	240.244	255.974	1042.221	433.883	444.300	1072.380	441.000	385.470	1091.391	435.656	332.529	1068.343	329.095	560.003	1104.849	352.442	570.993	927.783	321.137	220.735	1091.797	327.887	208.040	953.859	372.050	577.242	811.564	296.986	593.229	814.770	301.274	592.837	689.924	368.472	578.631	687.849	325.918	570.209	517.714	340.092	438.996	494.866	413.743	586.906	400.617	342.640	582.585	394.198	361.663	587.989	285.285	421.261	590.214	294.993	486.538	541.508	77.942	438.200	574.773	104.090	413.629	487.410	103.087	267.922	597.279	34.863	263.659	503.137	39.581	355.950	199.290	792.784	279.736	202.200	794.490	280.768	201.796	671.897	340.979	198.322	666.819	338.857	206.060	518.637	335.614	328.727	473.216	404.458	183.490	378.915	331.185	213.794	371.819	351.183	209.093	265.956	410.019	189.710	269.941	487.381	236.954	69.877	429.523	204.698	102.059	404.090	299.134	106.456	267.821	190.159	35.707	256.526	268.856	40.890	443.577	384.022	1219.161	435.137	383.230	1544.194	481.422	463.570	1377.702	477.172	309.843	1369.557	346.108	377.423	1825.350	207.056	352.292	1759.572	319.465	278.034	1718.015	290.084	471.139	1740.836	357.842	572.289	1524.886	304.249	630.750	1330.813	432.433	660.076	1350.456	375.201	666.438	1260.483	384.193	687.393	1196.446	396.018	581.423	1167.133	262.335	678.692	1124.592	381.941	718.578	1083.551	293.603	699.700	1030.616	227.157	630.557	972.326	267.751	706.262	947.619	206.524	702.519	920.361	355.836	204.584	1534.099	282.381	160.894	1342.042	399.067	100.921	1335.444	332.040	121.029	1259.558	356.282	92.130	1173.280	371.077	201.492	1159.092	255.274	171.464	1128.698	303.215	59.706	1116.823	254.751	113.750	1043.791	199.005	135.989	947.877	267.235	89.624	913.690	202.625	85.804	889.358
241.728	528.211	1052.988	240.219	255.970	1042.236	433.873	444.307	1072.334	440.968	385.479	1091.332	435.644	332.528	1068.315	329.113	560.011	1104.839	352.346	571.059	927.773	321.131	220.735	1091.800	327.811	208.014	953.879	372.035	577.302	811.630	296.970	593.229	814.742	301.174	592.773	689.826	368.439	578.659	687.836	325.888	570.212	517.748	340.084	439.012	494.847	413.723	586.937	400.610	342.630	582.598	394.180	361.651	587.995	285.279	421.235	590.240	294.995	486.548	541.511	77.949	438.185	574.774	104.116	413.626	487.403	103.078	267.887	597.244	34.974	263.647	503.122	39.589	355.952	199.292	792.739	279.673	202.236	794.486	280.731	201.853	671.893	340.901	198.312	666.830	338.835	206.063	518.642	335.629	328.704	473.225	404.457	183.507	378.926	331.182	213.786	371.882	351.213	209.091	265.947	409.687	189.528	270.154	487.374	236.964	69.846	429.519	204.691	102.057	404.097	299.125	106.466	267.805	190.158	35.735	256.538	268.859	40.871	443.592	384.023	1219.150	435.164	383.240	1544.164	481.458	463.578	1377.662	477.187	309.804	1369.536	346.170	377.417	1825.325	207.076	352.320	1759.567	319.501	278.011	1718.011	290.139	471.133	1740.848	357.873	572.297	1524.898	304.232	630.779	1330.835	432.434	660.076	1350.446	375.120	666.481	1260.499	384.126	687.431	1196.477	395.954	581.474	1167.140	262.223	678.749	1124.674	381.807	718.613	1083.462	293.453	699.758	1030.706	226.937	630.610	972.455	267.570	706.310	947.698	206.278	702.584	920.485	355.865	204.579	1534.102	282.211	160.905	1342.163	399.032	100.896	1335.485	331.955	121.017	1259.552	356.189	92.107	1173.292	371.025	201.463	1159.066	255.177	171.437	1128.730	303.074	59.683	1116.848	254.550	113.695	1043.882	198.828	135.972	947.945	267.021	89.605	913.783	202.357	85.763	889.465
241.774	528.240	1052.963	240.226	255.991	1042.251	433.871	444.301	1072.300	440.982	385.464	1091.310	435.630	332.518	1068.274	329.122	560.019	1104.843	352.245	571.102	927.785	321.130	220.744	1091.783	327.750	208.000	953.886	372.067	577.370	811.703	296.969	593.234	814.755	301.145	592.761	689.828	368.442	578.710	687.822	325.893	570.216	517.724	340.073	439.005	494.854	413.709	586.942	400.618	342.631	582.605	394.176	361.630	588.002	285.256	421.236	590.249	294.995	486.539	541.509	77.952	438.182	574.775	104.094	413.640	487.420	103.088	267.909	597.256	34.883	263.648	503.128	39.587	355.908	199.286	792.738	279.606	202.291	794.492	280.665	201.877	671.901	340.866	198.312	666.838	338.856	206.093	518.654	335.677	328.714	473.248	404.509	183.494	378.921	331.193	213.768	371.925	351.232	209.076	265.957	410.046	189.697	269.950	487.374	236.948	69.835	429.293	204.569	101.706	404.113	299.127	106.454	267.820	190.165	35.719	256.525	268.834	40.894	443.600	384.029	1219.111	435.186	383.223	1544.150	481.457	463.584	1377.646	477.221	309.787	1369.547	346.230	377.406	1825.300	207.119	352.338	1759.585	319.504	278.024	1717.995	290.187	471.132	1740.837	357.909	572.273	1524.911	304.181	630.772	1330.886	432.415	660.095	1350.443	375.090	666.493	1260.510	384.054	687.478	1196.472	395.884	581.522	1167.154	262.131	678.789	1124.711	381.686	718.639	1083.507	293.293	699.813	1030.742	226.759	630.655	972.531	267.379	706.365	947.788	206.062	702.637	920.578	355.853	204.571	1534.104	282.143	160.895	1342.166	398.987	100.877	1335.490	331.894	120.996	1259.573	356.096	92.078	1173.302	370.943	201.422	1159.064	255.086	171.432	1128.788	302.951	59.659	1116.869	254.399	113.680	1043.914	198.617	135.966	948.044	266.763	89.426	913.836	202.124	85.758	889.542
241.798	528.254	1052.939	240.212	255.991	1042.255	433.888	444.308	1072.264	441.011	385.467	1091.278	435.634	332.501	1068.243	329.164	560.030	1104.811	352.267	571.143	927.753	321.109	220.739	1091.812	327.664	207.991	953.880	372.054	577.447	811.733	296.931	593.242	814.734	301.140	592.775	689.833	368.406	578.759	687.833	325.860	570.219	517.736	340.065	439.009	494.862	413.688	586.955	400.622	342.595	582.604	394.173	361.630	587.999	285.260	421.221	590.230	294.980	486.540	541.518	77.967	438.203	574.769	104.093	413.614	487.403	103.093	267.881	597.241	34.993	263.645	503.119	39.588	355.855	199.281	792.716	279.521	202.331	794.505	280.611	201.916	671.908	340.808	198.309	666.853	338.840	206.072	518.663	335.729	328.716	473.285	404.523	183.479	378.915	331.241	213.753	371.880	351.241	209.071	265.964	410.109	189.694	269.919	487.369	236.950	69.842	429.526	204.677	102.036	404.114	299.113	106.462	267.829	190.165	35.712	256.542	268.839	40.880	443.623	384.010	1219.097	435.208	383.198	1544.126	481.472	463.593	1377.623	477.208	309.768	1369.522	346.284	377.397	1825.293	207.148	352.336	1759.607	319.517	278.018	1717.970	290.211	471.123	1740.813	357.924	572.260	1524.904	304.150	630.768	1330.888	432.373	660.140	1350.460	375.036	666.534	1260.540	383.964	687.507	1196.486	395.805	581.582	1167.153	262.036	678.829	1124.784	381.558	718.652	1083.439	293.150	699.858	1030.776	226.570	630.702	972.629	267.178	706.419	947.859	205.860	702.681	920.692	355.866	204.562	1534.099	282.108	160.890	1342.219	398.896	100.827	1335.468	331.831	120.974	1259.604	356.014	92.021	1173.329	370.866	201.379	1159.051	254.988	171.414	1128.823	302.785	59.638	1116.907	254.252	113.662	1043.977	198.427	135.957	948.136	266.553	89.392	913.862	201.864	85.739	889.635
241.807	528.260	1052.968	240.217	255.989	1042.261	433.914	444.297	1072.233	441.015	385.436	1091.255	435.634	332.486	1068.199	329.180	560.054	1104.790	352.219	571.221	927.730	321.083	220.746	1091.817	327.622	207.968	953.871	372.015	577.486	811.683	296.900	593.237	814.727	301.173	592.818	689.906	368.341	578.796	687.790	325.840	570.218	517.710	340.038	439.031	494.859	413.667	586.943	400.620	342.557	582.591	394.150	361.614	587.993	285.248	421.208	590.268	294.959	486.538	541.523	77.959	438.173	574.793	104.079	413.638	487.405	103.078	267.875	597.242	35.000	263.631	503.127	39.591	355.843	199.314	792.757	279.448	202.373	794.497	280.572	201.961	671.908	340.755	198.317	666.867	338.824	206.091	518.674	335.762	328.720	473.252	404.512	183.501	378.964	331.266	213.772	371.903	351.255	209.078	265.989	409.749	189.518	270.150	487.578	236.941	70.185	429.243	204.670	101.726	404.113	299.121	106.465	267.812	190.160	35.732	256.540	268.839	40.890	443.640	384.016	1219.054	435.228	383.187	1544.104	481.486	463.590	1377.614	477.231	309.735	1369.526	346.328	377.390	1825.260	207.177	352.342	1759.618	319.534	278.015	1717.959	290.249	471.130	1740.809	357.910	572.258	1524.893	304.141	630.786	1330.922	432.358	660.126	1350.435	374.995	666.560	1260.548	383.915	687.560	1196.527	395.716	581.631	1167.149	261.942	678.872	1124.845	381.480	718.793	1083.563	292.999	699.919	1030.828	226.376	630.776	972.757	266.984	706.467	947.911	205.650	702.743	920.785	355.851	204.562	1534.085	282.065	160.886	1342.197	398.848	100.823	1335.476	331.759	120.942	1259.612	355.912	92.016	1173.319	370.791	201.340	1159.081	254.883	171.402	1128.879	302.667	59.611	1116.929	254.084	113.644	1044.050	198.230	135.956	948.171	266.310	89.389	913.949	201.617	85.734	889.725
241.838	528.295	1052.953	240.199	255.975	1042.285	433.918	444.297	1072.196	441.053	385.442	1091.213	435.660	332.475	1068.172	329.247	560.054	1104.755	352.129	571.293	927.712	321.088	220.731	1091.805	327.536	207.972	953.892	371.944	577.502	811.617	296.849	593.237	814.714	301.091	592.753	689.815	368.324	578.832	687.807	325.809	570.233	517.715	340.035	439.010	494.841	413.645	586.954	400.598	342.572	582.609	394.155	361.583	587.996	285.237	421.198	590.248	294.994	486.548	541.540	77.948	438.174	574.788	104.096	413.628	487.413	103.079	267.883	597.241	34.979	263.653	503.117	39.569	354.947	198.810	792.770	279.382	202.424	794.514	280.543	202.026	671.900	340.717	198.309	666.877	338.810	206.073	518.691	335.821	328.719	473.308	404.534	183.499	378.932	331.278	213.786	371.957	351.280	209.064	265.969	409.742	189.501	270.156	487.589	236.938	70.192	429.462	204.810	101.993	404.132	299.127	106.471	267.827	190.153	35.721	256.533	268.841	40.905	443.646	384.023	1219.006	435.233	383.166	1544.059	481.498	463.606	1377.614	477.205	309.708	1369.499	346.380	377.383	1825.234	207.214	352.350	1759.645	319.539	278.015	1717.933	290.292	471.121	1740.779	357.944	572.243	1524.912	304.114	630.808	1330.965	432.327	660.130	1350.431	374.931	666.583	1260.558	383.818	687.597	1196.544	395.635	581.659	1167.150	261.851	678.907	1124.900	381.318	718.776	1083.509	292.848	699.955	1030.856	226.191	630.822	972.832	266.790	706.519	947.943	205.454	702.779	920.885	355.885	204.564	1534.109	282.020	160.884	1342.236	398.811	100.802	1335.503	331.672	120.908	1259.626	355.829	91.985	1173.333	370.704	201.311	1159.065	254.788	171.393	1128.917	302.537	59.597	1116.948	254.059	113.722	1044.029	198.029	135.964	948.233	266.074	89.519	913.998	201.328	85.713	889.831
241.849	528.309	1052.973	240.193	255.987	1042.304	433.949	444.304	1072.144	441.072	385.426	1091.167	435.675	332.476	1068.125	329.275	560.076	1104.741	352.069	571.341	927.703	321.093	220.732	1091.805	327.518	207.933	953.888	371.866	577.555	811.538	296.809	593.235	814.697	301.051	592.766	689.821	368.272	578.888	687.788	325.809	570.239	517.706	340.038	439.033	494.837	413.635	586.984	400.609	342.533	582.603	394.139	361.579	588.005	285.263	421.188	590.281	294.968	486.536	541.549	77.947	438.172	574.789	104.094	413.629	487.434	103.124	267.891	597.251	34.985	263.650	503.121	39.563	355.650	199.283	792.827	279.337	202.457	794.511	280.491	202.067	671.894	340.684	198.313	666.866	338.831	206.107	518.702	335.831	328.704	473.279	404.591	183.481	378.933	331.309	213.784	371.926	351.317	209.069	265.987	410.134	189.672	269.944	487.581	236.937	70.183	429.271	204.692	101.709	404.122	299.115	106.455	267.832	190.157	35.723	256.547	268.850	40.908	443.697	384.027	1218.995	435.243	383.170	1544.079	481.522	463.614	1377.609	477.232	309.680	1369.479	346.430	377.377	1825.201	207.219	352.361	1759.653	319.548	277.987	1717.887	290.308	471.109	1740.777	357.929	572.219	1524.910	304.069	630.827	1330.986	432.303	660.156	1350.441	374.901	666.611	1260.584	383.745	687.630	1196.549	395.558	581.720	1167.147	261.752	678.946	1124.982	381.183	718.840	1083.482	292.682	700.016	1030.972	226.011	630.882	972.948	266.548	706.548	947.928	205.228	702.825	920.997	355.860	204.554	1534.090	281.974	160.871	1342.251	398.730	100.768	1335.505	331.627	120.889	1259.647	355.744	91.961	1173.307	370.585	201.281	1159.050	254.680	171.384	1128.982	302.417	59.556	1116.972	253.916	113.701	1044.100	197.809	135.944	948.351	265.844	89.506	914.046	201.081	85.726	889.915
