"time";"ground_pelvis_pelvis_offset_FX";"ground_pelvis_pelvis_offset_FY";"ground_pelvis_pelvis_offset_FZ";"ground_pelvis_pelvis_offset_MX";"ground_pelvis_pelvis_offset_MY";"ground_pelvis_pelvis_offset_MZ";"hip_r_femur_r_offset_FX";"hip_r_femur_r_offset_FY";"hip_r_femur_r_offset_FZ";"hip_r_femur_r_offset_MX";"hip_r_femur_r_offset_MY";"hip_r_femur_r_offset_MZ";"knee_r_tibia_r_offset_FX";"knee_r_tibia_r_offset_FY";"knee_r_tibia_r_offset_FZ";"knee_r_tibia_r_offset_MX";"knee_r_tibia_r_offset_MY";"knee_r_tibia_r_offset_MZ";"ankle_r_talus_r_offset_FX";"ankle_r_talus_r_offset_FY";"ankle_r_talus_r_offset_FZ";"ankle_r_talus_r_offset_MX";"ankle_r_talus_r_offset_MY";"ankle_r_talus_r_offset_MZ";"subtalar_r_calcn_r_offset_FX";"subtalar_r_calcn_r_offset_FY";"subtalar_r_calcn_r_offset_FZ";"subtalar_r_calcn_r_offset_MX";"subtalar_r_calcn_r_offset_MY";"subtalar_r_calcn_r_offset_MZ";"mtp_r_toes_r_offset_FX";"mtp_r_toes_r_offset_FY";"mtp_r_toes_r_offset_FZ";"mtp_r_toes_r_offset_MX";"mtp_r_toes_r_offset_MY";"mtp_r_toes_r_offset_MZ";"hip_l_femur_l_offset_FX";"hip_l_femur_l_offset_FY";"hip_l_femur_l_offset_FZ";"hip_l_femur_l_offset_MX";"hip_l_femur_l_offset_MY";"hip_l_femur_l_offset_MZ";"knee_l_tibia_l_offset_FX";"knee_l_tibia_l_offset_FY";"knee_l_tibia_l_offset_FZ";"knee_l_tibia_l_offset_MX";"knee_l_tibia_l_offset_MY";"knee_l_tibia_l_offset_MZ";"ankle_l_talus_l_offset_FX";"ankle_l_talus_l_offset_FY";"ankle_l_talus_l_offset_FZ";"ankle_l_talus_l_offset_MX";"ankle_l_talus_l_offset_MY";"ankle_l_talus_l_offset_MZ";"subtalar_l_calcn_l_offset_FX";"subtalar_l_calcn_l_offset_FY";"subtalar_l_calcn_l_offset_FZ";"subtalar_l_calcn_l_offset_MX";"subtalar_l_calcn_l_offset_MY";"subtalar_l_calcn_l_offset_MZ";"mtp_l_toes_l_offset_FX";"mtp_l_toes_l_offset_FY";"mtp_l_toes_l_offset_FZ";"mtp_l_toes_l_offset_MX";"mtp_l_toes_l_offset_MY";"mtp_l_toes_l_offset_MZ";"back_torso_offset_FX";"back_torso_offset_FY";"back_torso_offset_FZ";"back_torso_offset_MX";"back_torso_offset_MY";"back_torso_offset_MZ";"acromial_r_humerus_r_offset_FX";"acromial_r_humerus_r_offset_FY";"acromial_r_humerus_r_offset_FZ";"acromial_r_humerus_r_offset_MX";"acromial_r_humerus_r_offset_MY";"acromial_r_humerus_r_offset_MZ";"elbow_r_ulna_r_offset_FX";"elbow_r_ulna_r_offset_FY";"elbow_r_ulna_r_offset_FZ";"elbow_r_ulna_r_offset_MX";"elbow_r_ulna_r_offset_MY";"elbow_r_ulna_r_offset_MZ";"radioulnar_r_radius_r_offset_FX";"radioulnar_r_radius_r_offset_FY";"radioulnar_r_radius_r_offset_FZ";"radioulnar_r_radius_r_offset_MX";"radioulnar_r_radius_r_offset_MY";"radioulnar_r_radius_r_offset_MZ";"radius_hand_r_hand_r_offset_FX";"radius_hand_r_hand_r_offset_FY";"radius_hand_r_hand_r_offset_FZ";"radius_hand_r_hand_r_offset_MX";"radius_hand_r_hand_r_offset_MY";"radius_hand_r_hand_r_offset_MZ";"acromial_l_humerus_l_offset_FX";"acromial_l_humerus_l_offset_FY";"acromial_l_humerus_l_offset_FZ";"acromial_l_humerus_l_offset_MX";"acromial_l_humerus_l_offset_MY";"acromial_l_humerus_l_offset_MZ";"elbow_l_ulna_l_offset_FX";"elbow_l_ulna_l_offset_FY";"elbow_l_ulna_l_offset_FZ";"elbow_l_ulna_l_offset_MX";"elbow_l_ulna_l_offset_MY";"elbow_l_ulna_l_offset_MZ";"radioulnar_l_radius_l_offset_FX";"radioulnar_l_radius_l_offset_FY";"radioulnar_l_radius_l_offset_FZ";"radioulnar_l_radius_l_offset_MX";"radioulnar_l_radius_l_offset_MY";"radioulnar_l_radius_l_offset_MZ";"radius_hand_l_hand_l_offset_FX";"radius_hand_l_hand_l_offset_FY";"radius_hand_l_hand_l_offset_FZ";"radius_hand_l_hand_l_offset_MX";"radius_hand_l_hand_l_offset_MY";"radius_hand_l_hand_l_offset_MZ"
0,075;24,9733159275594;631,533329178556;-12,030735379074;-3655,23483488739;-290,402483967122;-29480,5577206056;0;0;0;-977,038948902986;-2041,46707748013;1825,65896112539;0;0;0;-203,86742644433;49,6647359236106;1294,94601304875;0;0;0;-0,99355828556393;-0,251981892861837;2,96118240849383;0;0;0;-3,46661068798881;-2,40777481600651;0,0125358451863565;0;0;0;-0,0362130691200101;0,00384284579378957;0,0323049653287504;0;0;0;-2318,5537475377;1679,21619029211;-28093,9563298957;0;0;0;-7678,06888208473;1709,40949540923;-26969,9489882689;0;0;0;-12048,6379303903;-1791,5736503104;-25578,3847002446;0;0;0;-444,264364173857;-326,296222905849;44,4667927661148;0;0;0;0,0387526174611932;-0,00470768840969854;0,0277633090908661;0;0;0;-1042,70458847199;-154,586384693661;-9506,16929425286;0;0;0;-11,8937149481008;-0,42084761686709;-12,8737448095073;0;0;0;2,03255788189675;-2,00232210000844;-0,380879886217612;0;0;0;-0,00542311103622233;-0,0210100371543217;-0,0121696387466165;0;0;0;0,0757079864197316;-0,0141671633757661;-0,101763932934617;0;0;0;12,2869645067602;1,07961069765254;-13,1685529327284;0;0;0;-1,94293410881959;2,10427929081283;-0,486576437280861;0;0;0;0,00471092377682033;-0,00843050473045923;0,00672202209943838;0;0;0;-0,0793528018373997;0,0117249438825356;-0,0934666982506168
0,0759398496240602;24,9228795268298;630,630765480973;-12,0202004353814;-3680,6718545667;-279,370516133704;-29615,1347057344;0;0;0;-976,920850658507;-2042,32952625642;1825,0663912396;0;0;0;-203,734009301142;49,7470714045381;1295,25493981201;0;0;0;-0,994358495487685;-0,252219901001623;2,96510225817408;0;0;0;-3,47691496259083;-2,41171321475071;0,0131101424319473;0;0;0;-0,0362001786475126;0,00384294569964518;0,0323041450262307;0;0;0;-2324,53673367347;1689,57230640909;-28242,5127989137;0;0;0;-7714,51183904332;1718,46105008077;-27108,0047728454;0;0;0;-12102,8153912086;-1799,90795283616;-25699,93685969;0;0;0;-434,018866681203;-318,674499706461;43,4168062384928;0;0;0;0,0387264663678329;-0,00469670226712672;0,0277427949680167;0;0;0;-1044,64622484138;-153,478007572572;-9503,2637228549;0;0;0;-11,8960979723876;-0,418613821349105;-12,8595745906687;0;0;0;2,02918258680214;-1,99894590706717;-0,380490333768964;0;0;0;-0,00542537497154174;-0,0208884953526397;-0,0120961935182311;0;0;0;0,0756153714590408;-0,0141170709054096;-0,1016414568924;0;0;0;12,2668270953352;1,07653702656501;-13,1480437726194;0;0;0;-1,94054492377982;2,10088014880692;-0,485715010934068;0;0;0;0,00471066393647939;-0,00837007597316887;0,00667807632298459;0;0;0;-0,0792700514408447;0,0116693036501274;-0,0933767778227912
0,0768796992481203;24,8724446485498;629,728193914432;-12,0096668025912;-3702,39434139198;-267,0124816363;-29755,02688935;0;0;0;-976,791409271303;-2043,20503609059;1824,47670609462;0;0;0;-203,629007045391;49,8356186085186;1295,63533076438;0;0;0;-0,995145214575293;-0,252456134295095;2,96901758787554;0;0;0;-3,48473730859649;-2,41539693954281;0,0136772249809438;0;0;0;-0,0361855756754161;0,00384327878365075;0,032303808678642;0;0;0;-2332,79547795376;1701,10332941153;-28390,6129444724;0;0;0;-7750,29958089314;1727,67662395068;-27247,8388243131;0;0;0;-12157,2025954843;-1808,55912991879;-25825,193160439;0;0;0;-426,668633981552;-313,2028642033;42,6362958678545;0;0;0;0,038692438246533;-0,00468282358506067;0,0277088726175533;0;0;0;-1046,59298017572;-152,368020911387;-9500,33618771495;0;0;0;-11,8984392799249;-0,416379983871701;-12,8453917994329;0;0;0;2,02580725789378;-1,99556968589498;-0,380100776126031;0;0;0;-0,00542763874519483;-0,0207669528386444;-0,0120227478634128;0;0;0;0,0755227555093705;-0,0140669782050846;-0,101518979625463;0;0;0;12,2466894952811;1,07346334210629;-13,1275344342233;0;0;0;-1,93815570351681;2,0974809715895;-0,48485357621187;0;0;0;0,00471040395970127;-0,00830964693289256;0,00663413033707324;0;0;0;-0,0791872997993964;0,0116136626125766;-0,0932868563089906
0,0778195488721805;24,8220112902889;628,825614347083;-11,999134488491;-3719,8938304569;-253,328231212839;-29900,6021127932;0;0;0;-976,65107844591;-2044,09266764688;1823,88917956735;0;0;0;-203,55014473855;49,93008701848;1296,08461147559;0;0;0;-0,995911871109922;-0,252687382278952;2,97290420649396;0;0;0;-3,49014451482077;-2,4188287173614;0,014238101311059;0;0;0;-0,0361689442354739;0,00384369581467945;0,0323031116250883;0;0;0;-2343,33535013323;1713,71020322882;-28538,6017613914;0;0;0;-7785,56970577687;1737,0276889916;-27389,6164461932;0;0;0;-12211,9187749888;-1817,55039385754;-25954,1222114036;0;0;0;-422,01170356825;-309,74127213802;42,1043293131894;0;0;0;0,038650520401677;-0,00466602165064933;0,0276614066862188;0;0;0;-1048,54464755815;-151,256627433572;-9497,38513854682;0;0;0;-11,9007382778633;-0,414146103980797;-12,8311962736423;0;0;0;2,02243189449168;-1,99219343598678;-0,379711213193971;0;0;0;-0,0054299023513459;-0,0206454095943933;-0,0119493017710193;0;0;0;0,0754301385542248;-0,0140168852644345;-0,101396501120459;0;0;0;12,2265517031527;1,07038964360279;-13,1070249144498;0;0;0;-1,93576644731714;2,09408175850924;-0,483992132957027;0;0;0;0,00471014383853348;-0,00824921760538751;0,00659018414043534;0;0;0;-0,0791045468944876;0,0115580207471287;-0,0931969337000443
0,0787593984962406;24,7715794496166;627,923026647078;-11,9886035008688;-3732,66185685516;-238,317615601245;-30052,2282174052;0;0;0;-976,500311886866;-2044,99148158955;1823,30308553467;0;0;0;-203,495147442092;50,0301861173502;1296,60020751535;0;0;0;-0,996651893374739;-0,252910434489895;2,97673792292509;0;0;0;-3,49320337007866;-2,42201127518505;0,014793779900006;0;0;0;-0,0361499683594391;0,00384404756160443;0,032301209204674;0;0;0;-2356,16171996651;1727,29387179036;-28686,8242444904;0;0;0;-7820,45981183717;1746,48571717618;-27533,5029420068;0;0;0;-12267,0831614936;-1826,90495695161;-26086,6926214958;0;0;0;-419,84611293464;-308,149679252274;41,7999742334874;0;0;0;0,0386007001376484;-0,00464626575104161;0,0276002618207563;0;0;0;-1050,50102007178;-150,144029862593;-9494,40902506427;0;0;0;-11,9029943733534;-0,411912181222308;-12,8169878511388;0;0;0;2,0190564959158;-1,98881715683745;-0,379321644877943;0;0;0;-0,00543216578415926;-0,0205238656019436;-0,0118758552299083;0;0;0;0,0753375205771077;-0,0139667920731027;-0,101274021364039;0;0;0;12,2064137155054;1,06731593038093;-13,0865152102083;0;0;0;-1,93337715446742;2,09068250891484;-0,483130681012299;0;0;0;0,00470988356502351;-0,00818878798641096;0,00654623773180191;0;0;0;-0,0790217927075514;0,0115023780310297;-0,0931070099867818
0,0796992481203008;24,7211491241023;627,020430682565;-11,9780738475123;-3740,18995568043;-221,980485539445;-30210,2730445268;0;0;0;-976,33956329871;-2045,90053858284;1822,71769787346;0;0;0;-203,461740217491;50,1356253880573;1297,17954445338;0;0;0;-0,997358709652912;-0,253122080464625;2,9804945460647;0;0;0;-3,49398066318517;-2,42494733999236;0,0153452692254976;0;0;0;-0,0361283320790651;0,00384418479329885;0,0322972567565032;0;0;0;-2371,27995720826;1741,75527902553;-28835,6253885891;0;0;0;-7855,1074972167;1756,02218047704;-27679,6636152752;0;0;0;-12322,8149867701;-1836,64603150025;-26222,8729996277;0;0;0;-419,969899574067;-308,288041287713;41,7022982877383;0;0;0;0,0385429647588307;-0,00462352517338644;0,0275253026679086;0;0;0;-1052,46189079975;-149,030430921915;-9491,40629698108;0;0;0;-11,9052069735457;-0,409678215142154;-12,8027663697646;0;0;0;2,01568106148613;-1,98544084794191;-0,378932071083105;0;0;0;-0,0054344290377992;-0,0204023208433529;-0,0118024082289375;0;0;0;0,0752449015615232;-0,0139166986207325;-0,101151540342857;0;0;0;12,1862755288941;1,06424220176713;-13,0660053184086;0;0;0;-1,93098782425423;2,08728322215499;-0,482269220220446;0;0;0;0,00470962313121886;-0,00812835807172013;0,00650229110990397;0;0;0;-0,0789390372200205;0,0114467344415251;-0,0930170851600323
0,0806390977443609;24,6707203113155;626,117826321696;-11,9675455362094;-3741,96966202641;-204,316691765365;-30375,1044354992;0;0;0;-976,169286385979;-2046,81889929099;1822,13229046063;0;0;0;-203,44764812622;50,2461143135292;1297,8200478594;0;0;0;-0,998025748227608;-0,253319109739844;2,98414988480852;0;0;0;-3,49254318295529;-2,42763963876191;0,0158935777652471;0;0;0;-0,0361037194261051;0,00384395827863587;0,0322904096196803;0;0;0;-2388,69543161312;1756,99536886375;-28985,3501885071;0;0;0;-7889,65036005813;1765,60855086685;-27828,2637695194;0;0;0;-12379,2334825897;-1846,79682980267;-26362,6319547113;0;0;0;-422,181100979875;-310,01631398599;41,7903691349318;0;0;0;0,0384773015696075;-0,00459776920483272;0,0274363938744189;0;0;0;-1054,42705282519;-147,916033335005;-9488,37540401104;0;0;0;-11,9073754855908;-0,40744420528625;-12,7885316673619;0;0;0;2,01230559052267;-1,98206450879506;-0,378542491714615;0;0;0;-0,00543669210643002;-0,0202807753006785;-0,0117289607569646;0;0;0;0,0751522814909753;-0,0138666048969672;-0,101029058043564;0;0;0;12,1661371398741;1,06116845708779;-13,0454952359601;0;0;0;-1,92859845596419;2,08388389757836;-0,481407750424227;0;0;0;0,00470936252916705;-0,00806792785707224;0,00645834427347254;0;0;0;-0,078856280413328;0,0113910899558608;-0,0929271592106253
0,0815789473684211;24,6202930088256;625,215213432621;-11,9570185747478;-3737,49251098677;-185,326085016932;-30547,0902316632;0;0;0;-975,989934853213;-2047,74562437827;1821,54613717306;0;0;0;-203,450596229751;50,3613623766938;1298,51914330311;0;0;0;-0,998646437381993;-0,25349831185225;2,98767974805231;0;0;0;-3,48895771820401;-2,43009089847229;0,0164397139969673;0;0;0;-0,0360758144323124;0,00384321878648864;0,0322798231333093;0;0;0;-2408,41351293573;1772,9150852344;-29136,343639064;0;0;0;-7924,22599850413;1775,21630031824;-27979,4687082607;0;0;0;-12436,4578807238;-1857,38056415811;-26505,9380956587;0;0;0;-426,277754645409;-313,194453088757;42,0432544340577;0;0;0;0,0384036978743624;-0,00456896713252939;0,02733340008703;0;0;0;-1056,39629923122;-146,801039825327;-9485,31479586792;0;0;0;-11,9094993166392;-0,405210151200515;-12,7742835817728;0;0;0;2,00893008234539;-1,97868813889179;-0,378152906677632;0;0;0;-0,00543895498421602;-0,0201592289559778;-0,0116555128028474;0;0;0;0,0750596603489679;-0,0138165108914504;-0,100906574452812;0;0;0;12,1459985450005;1,05809469566935;-13,0249849597725;0;0;0;-1,92620904888388;2,08048453453364;-0,480546271466403;0;0;0;0,00470910175091557;-0,0080074973382245;0,00641439722123864;0;0;0;-0,0787735222689068;0,0113354445512824;-0,09283723212939
0,0825187969924812;24,5698672142021;624,312591883489;-11,9464929709155;-3726,25003646976;-165,008516016382;-30726,5982726444;0;0;0;-975,801962406485;-2048,6797745095;1820,95851188575;0;0;0;-203,468309585619;50,4810790600371;1299,27425634681;0;0;0;-0,999214205408895;-0,253656476344072;2,99105994473093;0;0;0;-3,48329105820093;-2,43230384613098;0,0169846864019923;0;0;0;-0,0360443011302767;0,00384181708604948;0,0322646526383569;0;0;0;-2430,43956226439;1789,41537268617;-29288,9507369102;0;0;0;-7958,97201073398;1784,81690095617;-28133,4437340811;0;0;0;-12494,607412047;-1868,42044648719;-26652,7600287649;0;0;0;-432,057891947652;-317,682409766266;42,4400212727513;0;0;0;0,0383221409814322;-0,00453708824575088;0,0272161859610142;0;0;0;-1058,36942310093;-145,68565311637;-9482,22292226329;0;0;0;-11,9115778738418;-0,402976052430865;-12,7600219508394;0;0;0;2,00555453627428;-1,97531173772702;-0,377763315877313;0;0;0;-0,00544121766532149;-0,0200376817913082;-0,0115820643554435;0;0;0;0,0749670381190051;-0,0137664165938253;-0,100784089557254;0;0;0;12,1258597408283;1,05502091683821;-13,0044744867553;0;0;0;-1,92381960229989;2,07708513236952;-0,479684783189733;0;0;0;0,00470884078851192;-0,00794706651093416;0,00637044995193328;0;0;0;-0,0786907627681898;0,0112797982050358;-0,0927473039071558
0,0834586466165413;24,5194429195535;623,409961544412;-11,9359687320304;-3707,57652725604;-143,361754351206;-30913,7688532142;0;0;0;-975,606026768957;-2049,62048799746;1820,36843869472;0;0;0;-203,497990753529;50,6049152201891;1300,08182571177;0;0;0;-0,999723761841448;-0,253791125870169;2,99427147178591;0;0;0;-3,47567029483894;-2,43428504291326;0,0175299837652396;0;0;0;-0,0360089745067148;0,00383964628043958;0,0322443004955098;0;0;0;-2453,62937373801;1806,47932201195;-29443,7593017358;0;0;0;-7994,03085437774;1794,40202891673;-28290,2295755627;0;0;0;-12553,6823301488;-1879,88946907392;-26802,7192347133;0;0;0;-438,508227339926;-322,733752545079;42,8839482755878;0;0;0;0,0382331426053332;-0,00450238377612505;0,0270857475294012;0;0;0;-1060,34621180686;-144,570079002172;-9479,09793933495;0;0;0;-11,9136105945533;-0,400741908525156;-12,7457466192116;0;0;0;2,00217895163218;-1,97193530480313;-0,377373719220093;0;0;0;-0,00544348014350277;-0,0199161337883326;-0,011508615403284;0;0;0;0,074874414785018;-0,0137163219936011;-0,100661603344387;0;0;0;12,10572072392;1,05194711992385;-12,9839638138279;0;0;0;-1,92143011550277;2,07368569044398;-0,478823285438941;0;0;0;0,00470857963389121;-0,00788663537093084;0,00632650246429783;0;0;0;-0,078608001892866;0,0112241508947644;-0,0926573745348936
