NO_OF_SAMPLES	438
FREQUENCY	400
TIME_STAMP	2020-08-07, 12:59:22.875	3700.62326688
FIRST_SAMPLE	1448
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	7391
FORCE_PLATE_CORNER_POSX_POSY_X	579.468012
FORCE_PLATE_CORNER_POSX_POSY_Y	379.240990
FORCE_PLATE_CORNER_POSX_POSY_Z	-16.077699
FORCE_PLATE_CORNER_NEGX_POSY_X	577.150047
FORCE_PLATE_CORNER_NEGX_POSY_Y	-4.550730
FORCE_PLATE_CORNER_NEGX_POSY_Z	-16.474199
FORCE_PLATE_CORNER_NEGX_NEGY_X	-4.632410
FORCE_PLATE_CORNER_NEGX_NEGY_Y	2.957070
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-16.989401
FORCE_PLATE_CORNER_POSX_NEGY_X	-3.978860
FORCE_PLATE_CORNER_POSX_NEGY_Y	381.323993
FORCE_PLATE_CORNER_POSX_NEGY_Z	-17.207799
FORCE_PLATE_OFFSET_X	-0.304800
FORCE_PLATE_OFFSET_Y	-0.457200
FORCE_PLATE_OFFSET_Z	-46.024800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
19.395250	13.756795	62.351487	8.179275	6.232689	3.486339	-114.581968	120.568316	0.000000	
19.307454	13.755971	61.837695	8.156557	6.232493	3.542014	-115.462954	121.207125	0.000000	
19.221502	13.888780	62.180477	8.201328	6.232649	3.495693	-114.767008	121.158129	0.000000	
19.306922	13.670668	62.351316	8.223088	6.215329	3.504907	-114.238666	121.334915	0.000000	
19.395116	13.756084	62.008263	8.179336	6.215261	3.505014	-114.933349	121.239720	0.000000	
19.484570	13.973381	61.666147	8.223737	6.301992	3.505119	-117.042516	122.472720	0.000000	
19.351215	13.629383	64.068081	8.178147	6.389256	3.420582	-113.932232	117.399579	0.000000	
19.657041	13.535353	62.178186	8.179875	6.406564	3.449150	-117.890654	121.079209	0.000000	
19.699150	13.363603	63.206460	8.224045	6.337336	3.402613	-114.913105	119.925874	0.000000	
19.784950	13.141475	62.347365	8.135901	6.337277	3.439846	-116.554708	120.334864	0.000000	
19.309867	13.975057	62.007273	8.180726	6.145947	3.449656	-113.754065	121.101549	0.000000	
19.525522	13.713477	61.492299	8.400690	6.180545	3.524103	-115.428217	125.892444	0.000000	
19.700773	13.621776	61.662606	8.158709	6.232819	3.458883	-116.088796	121.687645	0.000000	
19.616575	14.062404	62.179331	8.313371	6.232768	3.431163	-115.063471	122.833802	0.000000	
19.088876	13.496026	62.520288	8.179880	6.337344	3.430564	-115.721834	120.443210	0.000000	
19.744098	13.273360	62.343152	8.227374	6.320491	3.301296	-116.263152	121.712917	0.000000	
20.267154	13.227029	62.860605	8.159658	6.372248	3.337919	-116.514947	119.663929	0.000000	
18.997512	13.017512	62.517068	8.268284	6.250779	3.440015	-114.275851	122.215789	0.000000	
19.746573	13.626920	63.719107	8.292627	6.389886	3.263714	-114.850008	119.843467	0.000000	
19.094611	14.502170	62.184335	8.267195	6.232314	3.514331	-114.660609	121.755814	0.000000	
19.831244	13.229655	62.858278	8.182883	6.355257	3.282459	-115.929759	120.035929	0.000000	
18.613048	14.064200	61.492142	8.158788	6.302463	3.440313	-116.728207	121.696384	0.000000	
19.921692	13.576780	61.484874	8.295181	6.320435	3.283319	-118.013864	124.294010	0.000000	
19.832849	13.491229	62.516397	8.183049	6.302959	3.301215	-115.726716	120.504958	0.000000	
