"time";"X1_Force_X";"X1_Force_Y";"X1_Force_Z";"X1_Moment_X";"X1_Moment_Y";"X1_Moment_Z";"X1_COP_X";"X1_COP_Y";"X1_COP_Z";"X2_Force_X";"X2_Force_Y";"X2_Force_Z";"X2_Moment_X";"X2_Moment_Y";"X2_Moment_Z";"X2_COP_X";"X2_COP_Y";"X2_COP_Z"
0,0775;-28,3173860615319;500,880573414115;-0,482189672296537;-0,283853090813117;0;0,582012536209181;32,1427651457646;488,652292698331;-7,1920114029784;-0,357912483923388;0;0,194580957729925;0;8,91498376047333;0;0;-5,07873161717755;0
0,078452380952381;-28,3174596115911;502,740214064458;-0,270450292363171;-0,283769494600612;0;0,582155412241921;32,233891309053;490,298029367798;-6,98623714550903;-0,358016606530992;0;0,194693814503332;0;8,89364496867045;0;0;-5,09151372156621;0
0,0794047619047619;-28,3255413869973;504,659915536153;-0,0462853220184103;-0,283678105854528;0;0,582288082345086;32,3130624978898;492,000639793722;-6,7743227953708;-0,35811082657223;0;0,194822071965582;0;8,87230017896206;0;0;-5,10441330177245;0
0,0803571428571429;-28,3429344822669;506,641842770723;0,192285303103635;-0,283581738368026;0;0,582413195647548;32,3784742568445;493,770869033973;-6,55391207286258;-0,358191635553102;0;0,194968853966001;0;8,85094924868718;0;0;-5,11742640810081;0
0,0813095238095238;-28,3709419919168;508,688160709691;0,447241647368865;-0,283483205934265;0;0,582533401278178;32,4283221304867;495,619462146419;-6,32264869828325;-0,358255524979611;0;0,195137284353913;0;8,82959203518478;0;0;-5,13054909085588;0
0,0822619047619048;-28,4108670104636;510,801034294581;0,720563775143176;-0,283385322346406;0;0,582651348365845;32,4608016633858;497,557164188931;-6,07817639193167;-0,358298986357759;0;0,195330486978643;0;8,80822839579387;0;0;-5,1437774003422;0
0,0832142857142857;-28,4636481732561;512,981559344791;1,01387642021027;-0,283290948095165;0;0,582769544578588;32,4748137758746;499,592688323396;-5,81758774148267;-0,358319754384034;0;0,195550540856135;0;8,78685818740476;0;0;-5,15706924741928;0
0,0841666666666667;-28,5270519710328;515,221526357515;1,32571162424952;-0,283203350112968;0;0,582889266351274;32,4753987699289;501,717062691139;-5,53317843955004;-0,358326384116574;0;0,19579043108216;0;8,76548126300252;0;0;-5,17005058851734;0
0,0851190476190476;-28,5972115775204;517,507934578944;1,65300902151638;-0,283126004606482;0;0,583011156164666;32,4707580759445;503,912209529276;-5,21477428809909;-0,358333001948662;0;0,19603846035104;0;8,74409747356145;0;0;-5,18217645884984;0
0,0860714285714286;-28,6702466679579;519,827743658149;1,99269508587437;-0,28306238951191;0;0,583135851260237;32,4691192493458;506,159975819515;-4,85218067677574;-0,358353780317672;0;0,196282892659565;0;8,72270667003921;0;0;-5,19290048105819;0
0,0870238095238095;-28,742276917584;522,167913244206;2,34169629118702;-0,283015982765458;0;0,583263988879463;32,4787098455572;508,442208543568;-4,43520299522588;-0,358402891660982;0;0,196511992004524;0;8,70130870339349;0;0;-5,20167627778379;0
0,0879761904761905;-28,8095450569074;524,515736612522;2,69710047773521;-0,282990066603197;0;0,583396239888095;32,5075335794377;510,740962795921;-3,95399753290357;-0,358493973607423;0;0,196714403103848;0;8,67990342447203;0;0;-5,20797859819996;0
