NO_OF_SAMPLES	285
FREQUENCY	400
TIME_STAMP	2020-09-07, 13:55:35.487	6443.19671659
FIRST_SAMPLE	3970
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	7390
FORCE_PLATE_CORNER_POSX_POSY_X	576.293051
FORCE_PLATE_CORNER_POSX_POSY_Y	781.098008
FORCE_PLATE_CORNER_POSX_POSY_Z	-14.079001
FORCE_PLATE_CORNER_NEGX_POSY_X	576.656997
FORCE_PLATE_CORNER_NEGX_POSY_Y	395.339996
FORCE_PLATE_CORNER_NEGX_POSY_Z	-15.076200
FORCE_PLATE_CORNER_NEGX_NEGY_X	-7.455470
FORCE_PLATE_CORNER_NEGX_NEGY_Y	394.730002
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-17.065901
FORCE_PLATE_CORNER_POSX_NEGY_X	-7.676500
FORCE_PLATE_CORNER_POSX_NEGY_Y	780.047953
FORCE_PLATE_CORNER_POSX_NEGY_Z	-14.646000
FORCE_PLATE_OFFSET_X	-0.355600
FORCE_PLATE_OFFSET_Y	-0.050800
FORCE_PLATE_OFFSET_Z	-45.389800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
28.600637	-1.787115	442.897139	19.215878	16.595349	5.687323	-40.756687	43.519124	0.000000	
28.647910	-2.054658	443.938246	19.302928	16.700831	5.725178	-40.904378	43.640385	0.000000	
28.515430	-2.279539	444.105396	19.457718	16.806467	5.678966	-41.113441	43.995470	0.000000	
28.342208	-2.369189	444.973560	19.368769	16.789042	5.706966	-40.977091	43.718781	0.000000	
28.216427	-2.681738	445.139697	19.678299	16.754085	5.763127	-40.870574	44.429670	0.000000	
28.531529	-3.125989	446.175853	19.811588	16.684458	5.744803	-40.652488	44.670303	0.000000	
28.443349	-3.306531	448.263432	19.719868	16.983040	5.783115	-41.121982	44.275705	0.000000	
28.448762	-3.618927	448.776336	19.875639	16.895758	5.764572	-40.881448	44.603741	0.000000	
28.711550	-3.752173	449.126442	19.984634	17.088802	5.774563	-41.306236	44.825080	0.000000	
28.757474	-3.797651	449.821623	20.050045	17.141535	5.812206	-41.364813	44.905730	0.000000	
28.627378	-3.756540	451.034923	20.027718	17.141934	5.812461	-41.242289	44.731157	0.000000	
28.367539	-4.116435	452.241519	20.226215	17.230237	5.813080	-41.302379	45.086716	0.000000	
28.016591	-4.123568	452.226418	20.582015	17.178310	5.738697	-41.153698	45.875714	0.000000	
