NO_OF_SAMPLES	779
FREQUENCY	400
TIME_STAMP	2020-08-07, 12:56:57.763	3555.36470950
FIRST_SAMPLE	1262
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	7390
FORCE_PLATE_CORNER_POSX_POSY_X	586.302996
FORCE_PLATE_CORNER_POSX_POSY_Y	778.885007
FORCE_PLATE_CORNER_POSX_POSY_Z	-12.587900
FORCE_PLATE_CORNER_NEGX_POSY_X	578.343987
FORCE_PLATE_CORNER_NEGX_POSY_Y	399.753004
FORCE_PLATE_CORNER_NEGX_POSY_Z	-14.426700
FORCE_PLATE_CORNER_NEGX_NEGY_X	-1.246320
FORCE_PLATE_CORNER_NEGX_NEGY_Y	401.962012
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-16.833499
FORCE_PLATE_CORNER_POSX_NEGY_X	-0.274277
FORCE_PLATE_CORNER_POSX_NEGY_Y	785.919964
FORCE_PLATE_CORNER_POSX_NEGY_Z	-14.884100
FORCE_PLATE_OFFSET_X	-0.355600
FORCE_PLATE_OFFSET_Y	-0.050800
FORCE_PLATE_OFFSET_Z	-45.389800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
-20.594976	3.494382	-5.391948	1.142735	-0.350118	2.272624	-238.659061	-182.568549	0.000000	
-20.417107	3.231773	-6.085281	1.186826	-0.367982	2.300446	-213.116566	-170.977347	0.000000	
-20.897509	3.316539	-5.571352	1.253878	-0.490568	2.328228	-258.659415	-198.089050	0.000000	
-20.636862	3.582569	-5.393290	1.209505	-0.437858	2.300459	-255.220594	-194.161130	0.000000	
-20.549639	3.498131	-7.129744	1.232846	-0.543600	2.290517	-207.423975	-150.696640	0.000000	
-20.463870	3.411164	-6.079324	0.921115	-0.368218	2.300165	-213.713017	-126.098116	0.000000	
-20.507015	3.541533	-5.384839	1.030878	-0.315439	2.337840	-231.792020	-161.639393	0.000000	
-20.504730	3.321412	-5.734174	1.031426	-0.385694	2.337593	-229.926555	-153.633115	0.000000	
-20.326425	3.233660	-5.210910	1.008758	-0.385682	2.365701	-251.423859	-165.469616	0.000000	
-20.552676	3.719129	-5.556285	0.986544	-0.315575	2.347066	-225.048291	-147.223518	0.000000	
-20.725096	3.363495	-6.260641	1.209013	-0.403179	2.328236	-215.012030	-168.778728	0.000000	
-20.811337	3.496455	-6.261415	1.187603	-0.526026	2.346577	-235.230328	-164.374670	0.000000	
-20.813694	3.543043	-6.603236	1.076050	-0.456217	2.374480	-212.516165	-138.654430	0.000000	
-20.554025	3.721507	-5.898658	0.897140	-0.263322	2.384272	-203.158503	-123.506320	0.000000	
-20.504873	3.410673	-5.555897	1.030036	-0.315776	2.403024	-224.709674	-157.581921	0.000000	
-20.638145	3.499275	-6.077660	1.052463	-0.333451	2.402848	-209.352577	-147.086345	0.000000	
-20.682956	3.325851	-6.594224	0.852840	-0.316338	2.421162	-190.693825	-106.489407	0.000000	
-20.900337	3.451507	-5.214980	1.030844	-0.368101	2.374945	-252.851906	-167.679507	0.000000	
-20.986450	3.187538	-5.213589	0.941608	-0.350789	2.412130	-250.348407	-152.906485	0.000000	
-21.249939	3.008543	-6.789301	1.209712	-0.491002	2.337086	-214.741742	-158.116444	0.000000	
-21.204538	3.185881	-6.261996	1.295995	-0.403602	2.458665	-218.508401	-183.920094	0.000000	
-21.513562	3.187093	-6.783082	1.141541	-0.456485	2.458181	-211.613730	-147.016387	0.000000	
-21.335078	3.052285	-5.917739	1.208111	-0.456035	2.430553	-241.060653	-180.790239	0.000000	
-21.377461	3.009825	-6.263151	1.207717	-0.491459	2.486292	-233.748853	-171.067263	0.000000	
-21.557140	3.096613	-5.218469	0.963400	-0.350859	2.449280	-255.091892	-157.730235	0.000000	
-21.382066	3.185637	-4.866534	0.962284	-0.263207	2.477560	-253.869613	-168.073602	0.000000	
-21.775516	2.920895	-6.785075	1.184845	-0.404000	2.504854	-205.568777	-155.136183	0.000000	
-21.731446	3.010328	-6.783646	1.118810	-0.456676	2.504689	-213.082212	-144.836026	0.000000	
-21.862492	2.875444	-4.869179	0.939230	-0.263484	2.551952	-258.267254	-166.139254	0.000000	
-21.597396	3.052572	-4.867514	1.116022	-0.281059	2.589453	-259.494241	-200.865021	0.000000	
-21.816014	2.920229	-6.090473	1.184522	-0.456575	2.551504	-237.906894	-172.775239	0.000000	
-21.904134	2.918446	-5.393686	1.248939	-0.298690	2.607976	-240.064477	-207.046763	0.000000	
-22.036770	2.699250	-6.612630	1.183977	-0.386612	2.560772	-210.083998	-160.570656	0.000000	
-22.171559	2.832790	-7.131168	1.161348	-0.334263	2.579338	-188.350882	-144.875366	0.000000	
-22.083829	2.831497	-6.610815	1.161327	-0.298907	2.551610	-197.197895	-156.280583	0.000000	
-22.124791	2.833213	-5.389302	0.850736	-0.351627	2.607387	-251.940400	-134.045285	0.000000	
-22.212122	2.656242	-5.386778	0.959174	-0.194050	2.691677	-223.541631	-155.729656	0.000000	
-22.213096	2.921758	-5.385606	0.937480	-0.246684	2.691555	-233.371571	-149.497703	0.000000	
-22.390544	2.875822	-5.563753	0.938273	-0.246477	2.635549	-227.321045	-145.229781	0.000000	
-22.169047	2.746677	-6.081239	0.894026	-0.299444	2.663267	-215.063865	-126.563726	0.000000	
-22.213921	3.099674	-5.730749	0.959498	-0.264441	2.719419	-222.442893	-142.929838	0.000000	
-22.565946	2.876831	-6.955737	1.137819	-0.317086	2.681808	-193.196388	-144.857854	0.000000	
-22.432664	2.789865	-7.127458	1.159582	-0.317259	2.709773	-187.725805	-144.976352	0.000000	
-22.256493	2.967523	-5.381439	0.892229	-0.229466	2.756771	-230.718458	-140.818700	0.000000	
-22.521319	2.923008	-5.555082	0.869413	-0.177022	2.784702	-216.240898	-132.674913	0.000000	
-22.522631	3.100581	-5.725183	0.912773	-0.124637	2.831420	-200.687207	-134.900280	0.000000	
-22.477881	2.926388	-6.767470	0.913446	-0.195130	2.831009	-179.949515	-115.399330	0.000000	
-22.830617	3.012277	-6.770738	1.001634	-0.160018	2.849729	-177.041696	-127.792807	0.000000	
-22.608846	2.836846	-6.071501	0.889920	-0.107422	2.877935	-187.069349	-125.416185	0.000000	
-22.915043	2.971616	-7.812724	0.980558	-0.371050	2.904916	-180.978782	-108.294290	0.000000	
-22.917692	3.191158	-7.288791	1.023499	-0.230633	2.924040	-174.714018	-120.599335	0.000000	
-23.401811	3.013601	-7.637651	1.000369	-0.160762	2.970540	-160.478820	-113.119890	0.000000	
-23.007872	3.238283	-6.931298	0.755681	-0.090778	2.998678	-164.120095	-87.869225	0.000000	
-22.917513	3.280389	-5.715197	0.799110	-0.055395	3.027090	-192.057862	-113.820050	0.000000	
-23.224289	3.323349	-5.544417	0.755282	-0.125526	3.036183	-213.123102	-109.067909	0.000000	
-23.401718	3.236603	-6.934157	0.843655	-0.108469	3.063867	-169.181987	-100.531156	0.000000	
-23.314227	3.369590	-6.061260	0.688089	-0.073301	3.073348	-187.037794	-88.340034	0.000000	
-23.839852	3.412021	-6.935024	0.953341	-0.126301	3.166353	-174.599734	-115.186736	0.000000	
-23.404525	3.461206	-7.969867	0.820888	-0.091546	3.119541	-145.135009	-83.337643	0.000000	
-23.756378	3.505237	-8.492579	0.843012	-0.126891	3.156547	-142.266379	-80.581099	0.000000	
-23.663661	3.373878	-7.969079	0.820151	-0.179678	3.231114	-157.684518	-83.750668	0.000000	
-23.934794	3.726479	-8.837591	0.864432	-0.074523	3.193835	-131.717006	-78.724769	0.000000	
-23.801470	3.683073	-6.569555	0.485697	0.065923	3.250257	-154.768015	-48.535571	0.000000	
-23.844668	3.550258	-6.917608	0.617743	0.118382	3.287678	-139.698928	-66.055946	0.000000	
-24.191833	3.638789	-7.965249	0.840145	-0.110060	3.370951	-152.029772	-84.791548	0.000000	
-24.282179	3.592708	-8.140887	0.950237	0.012828	3.352619	-134.166023	-96.743537	0.000000	
-24.545126	3.855805	-7.448378	0.906481	-0.074677	3.361829	-159.957487	-98.255688	0.000000	
-24.280439	3.592465	-6.921485	0.794239	0.048004	3.390116	-152.646684	-91.241916	0.000000	
-24.718514	3.547551	-7.795383	0.905547	-0.057510	3.426951	-151.660354	-95.559188	0.000000	
-24.456971	3.505986	-6.916049	0.637731	0.135287	3.455323	-141.304516	-69.251430	0.000000	
-24.986018	3.638877	-9.007522	0.794628	-0.040567	3.454457	-130.766340	-69.932421	0.000000	
-25.377484	3.677715	-7.798735	0.949203	-0.075252	3.501352	-157.705653	-100.358390	0.000000	
-24.890268	3.417763	-7.963983	0.881649	-0.075746	3.575902	-151.725822	-91.276195	0.000000	
-25.067769	3.196090	-7.092940	0.636804	0.082218	3.566826	-149.180024	-69.378019	0.000000	
-25.107800	3.192600	-6.231178	0.748426	-0.022526	3.548292	-186.863527	-96.904763	0.000000	
-25.550663	3.322893	-6.231513	0.791316	0.117693	3.585805	-167.577704	-102.833254	0.000000	
-25.372948	3.016917	-6.750829	0.659073	0.047282	3.576096	-163.949028	-77.394734	0.000000	
